Country,ParticipantName,Address,City,BIC,Status,Role,Readiness Date,Scheme Leaving Date,Scheme Options
AUSTRIA,RAIFFEISENBANK LANGENLOIS eGen,"9, KORNPLATZ",LANGENLOIS,RLNWATWW426,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,RAIFFEISENBANK LANGKAMPFEN-THIERSEE eGEN,Vorderthiersee 40,Thiersee,RZTIAT22339,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Lech am Arlberg eGen,Dorf 90,Lech,RVVGAT2B449,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Leibnitz eGen,Bahnhofstrasse 2,Leibnitz,RZSTAT2G206,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Leoben-Bruck eGen,Grazer Strasse 63,Kapfenberg,RZSTAT2G460,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Lieboch-Stainz eGen,Grazer Strasse 7,Stainz,RZSTAT2G210,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Lieser-Maltatal eG,Rennweg 6,Rennweg,RZKTAT2K464,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Liesingtal-St. Stefan eGen,Hauptstrasse 18,Mautern,RZSTAT2G227,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Liezen-Rottenmann-Trieben eGen,Hauptplatz 11,Liezen,RZSTAT2G215,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Linz-Land West eGen,Stadtplatz 4,Leonding,RZOOAT2L276,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Lipizzanerheimat eGen,C.-v.-Hoetzendorfstrasse 5,Voitsberg,RZSTAT2G487,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Lochen am See eGen,Ringstrasse 5,Lochen,RZOOAT2L290,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Lungau eGen,Kirchengasse 9,Tamsweg,RVSAAT2S063,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Maria Schmolln und St. Johann am Walde eGen,Maria Schmolln 68,Maria Schmolln,RZOOAT2L312,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Mariazellerland eGen,Hauptplatz 1,Mariazell,RZSTAT2G129,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Matrei am Brenner und Umgebung reg.Gen.m.b.H.,Brennerstrasse 43 a,Matrei a.Br.,RZTIAT22273,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Mattigtal eGen,Hauptstrasse 61,Schalchen,RZOOAT2L303,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Mayrhofen und Umgebung reg.Gen.m.b.H.,Hauptstrasse 401,Mayrhofen,RZTIAT22274,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Meggenhofen-Kematen eGen,Meggenhofen 55,Meggenhofen,RZOOAT2L313,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Millstaettersee eG.,Hauptstrasse 82,Seeboden,RZKTAT2K479,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Mittel- und Hinterbregenzerwald eGen,Loco 910,Egg,RVVGAT2B423,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Mittelkärnten,Oktoberplatz 1,St.Veit/Glan,RZKTAT2K475,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Mittlere Südoststeiermark eGen,Paldau 40,Paldau,RZSTAT2G075,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Mittleres Lavanttal eGen,St.Andrae 76,St.Andrae/L.,RZKTAT2K481,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Mittleres Mostviertel eGen,SCHEIBBSER STRASSE 4,WIESELBURG/ERL.,RLNWATWW939,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Mittleres Rodltal eGen,Marktplatz 44,Oberneukirchen,RZOOAT2L383,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Mondseeland eGen,Rainerstrasse 11,Mondsee,RZOOAT2L322,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Montfort eGen,Bahnhofstrasse 2,Rankweil,RVVGAT2B422,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Moosburg-Tigring reg.Gen.m.b.H.,Klagenfurter Strasse 5,Moosburg,RZKTAT2K411,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Muehlviertler Alm eGen,Schulstrasse 2,Koenigswiesen,RZOOAT2L330,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Muerztal eGen,Grazer Strasse 19,Muerzzuschlag,RZSTAT2G186,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Murau eGen,Bundesstraße 5,Murau,RZSTAT2G402,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Mureck eGen,Hauptplatz 8,Mureck,RZSTAT2G370,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Nestelbach-Eggersdorf eGen,Schemerlhoehe 71,Nestelbach,RZSTAT2G252,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Neukirchen an der Voeckla eGen,Neukirchen an der Voeckla 70,Neukirchen an der Voeckla,RZOOAT2L356,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Neusiedlersee-Huegelland eGen,Hauptstrasse 39,Donnerskirchen,RLBBAT2E012,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Neustift-Mieders-Schoenberg im Stubaital reg.Gen.m.b.H.,Dorf 2,Neustift,RZTIAT22285,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Nockberge eGen,Hauptstrasse 41,Radenthein,RZKTAT2K457,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Oberes Innviertel eGen,Siedlungsstrasse 1,Eggelsberg,RZOOAT2L370,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Oberes Lavanttal reg.Gen.m.b.H.,Hauptplatz 18,Bad St.Leonhard,RZKTAT2K491,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,RAIFFEISENBANK OBERES WALDVIERTEL eGen,"22, HAUPTPLATZ",SCHREMS,RLNWATWWOWS,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Oberland-Reutte eGen,Untermarkt 3,Reutte,RBRTAT22XXX,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Oberpinzgau eGen,Kirchgasse 12,Mittersill,RVSAAT2S039,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Ohlsdorf eGen,Hauptstrasse 22,Ohlsdorf,RZOOAT2L390,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Ossiacher See eG,10.-Oktober-Strasse 2,Bodensdorf/Oss.,RZKTAT2K510,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Oststeiermark Nord eGen,Raiffeisenplatz 200,Poellau,RZSTAT2G023,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Passail eGen,Markt 15,Passail,RZSTAT2G282,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Perg eGen,Linzer Strasse 14,Perg,RZOOAT2L777,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Peuerbach eGen,Hauptstrasse 14/1,Peuerbach,RZOOAT2L442,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Pinzgau Mitte eGen,Loferer Str. 5,Saalfelden,RVSAAT2S053,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Pitztal reg.Gen.m.b.H.,Unterdorf 18,Wenns,RZTIAT22353,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Poendorf-Frankenmarkt eGen,Poendorf 4,Poendorf,RZOOAT2L434,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Pongau Mitte eGen,Salzburger Str. 39b,Schwarzach,RVSAAT2S055,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Prambachkirchen eGen,Hauptstrasse 18,Prambachkirchen,RZOOAT2L437,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Purbach eGen,Hauptgasse 19,Purbach/N.See,RLBBAT2E078,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Radstadt-Untertauern-Filzmoos-Forstau eGen,Stadtplatz 6/7,Radstadt,RVSAAT2S049,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Rauris-Bucheben eGen,Marktstrasse 32,Rauris,RVSAAT2S051,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Altheim eGen,Braunauerstrasse 22,Altheim,RZOOAT2L030,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,RAIFFEISENBANK REGION AMSTETTEN eGen,"37, HAUPTPLATZ",AMSTETTEN,RLNWATWWAMS,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Bad Leonfelden eGen,Hauptplatz 2,Bad Leonfelden,RZOOAT2L277,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,RAIFFEISENBANK REGION BADEN eGen,RAIFFEISENPLATZ 1,BADEN/WIEN,RLNWATWWBAD,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Braunau eGen,Salzburger Strasse 4,Braunau am Inn,RZOOAT2L060,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Deutschkreutz-Horitschon eGen,Hauptstrasse 49,Deutschkreutz,RLBBAT2E010,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Eferding eGen,Schiferplatz 24,Eferding,RZOOAT2L180,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Fehring eGen,Taborstrasse 1,Fehring,RZSTAT2G071,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Feldbach eGen,Hauptplatz 18,Feldbach,RZSTAT2G497,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Freistadt eGen,Linzer Strasse 15,Freistadt,RZOOAT2L110,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Fuerstenfeld eGen,Stad-Zug-Platz 4,Fuerstenfeld,RZSTAT2G077,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Gallneukirchen eGen,Reichenauerstrasse 6-8,Gallneukirchen,RZOOAT2L111,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Gleisdorf-Pischelsdorf eGen,Florianiplatz 18-19,Gleisdorf,RZSTAT2G103,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Grieskirchen eGen,Rossmarkt 11,Grieskirchen,RZOOAT2L736,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Hartberg eGen,Wiesengasse 2,Hartberg,RZSTAT2G403,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Hausruck eGen,Marktplatz 6,Haag am Hausruck,RZOOAT2L250,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Kirchdorf eGen,Hauptstrasse 2,Micheldorf,RZOOAT2L380,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Neufelden eGen,Wimbergstrasse 1,St. Peter am Wimberg,RZOOAT2L300,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Parndorf eGen,Hauptstrasse 63,Parndorf,RLBBAT2E072,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Ried i.I. eGen,Friedrich-Thurner-Strasse 14,Ried im Innkreis,RZOOAT2L450,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Rohrbach eGen,Stadtplatz 30,Rohrbach,RZOOAT2L410,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Schaerding,Oberer Stadtplatz 42,Schaerding,RZOOAT2L455,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,RAIFFEISENBANK REGION SCHALLABURG eGen,LINZER STRASSE 6,LOOSDORF,RLNWATW1477,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Schwanenstadt eGen,Stadtplatz 25-26,Schwanenstadt,RZOOAT2L630,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,RAIFFEISENBANK REGION SCHWECHAT eGen,"5, BRUCK - HAINBURGERSTRASSE",SCHWECHAT,RLNWATWW823,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Sierning-Enns eGen,Neustrasse 5,Sierning,RZOOAT2L560,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,RAIFFEISENBANK REGION ST. POELTEN eGen,"4, FRANZISKANERGASSE",ST. POELTEN,RLNWATWWOBG,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Voecklabruck eGen,Ferdinand-oettl-Strasse 13,Voecklabruck,RZOOAT2L710,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,RAIFFEISENBANK REGION WALDVIERTEL MITTE eGen,"23, LANDSTRASSE",ZWETTL,RLNWATWWZWE,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Wiener Alpen eGen,"3, BAHNSTRASSE",ASPANG,RLNWATWWASP,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Region Wörthersee eG,Karawankenplatz 2,Velden/Woerthersee,RZKTAT2K390,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Rosental reg.Gen.m.b.H.,Feistritz 126,Feistritz/Rosental,RZKTAT2K487,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Saalbach-Hinterglemm-Viehhofen eGen,Dorfplatz 311,Saalbach,RVSAAT2S052,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Salzburg-Liefering-Maxglan-Siezenheim eGen,Innsbrucker Bundesstraße 34,Salzburg,RVSAAT2S034,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Salzburger Seenland eGen,Hauptstrasse 52,Seekirchen am Wallersee,RVSAAT2S047,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Salzkammergut eGen,Schiffslaende 5,Gmunden,RZOOAT2L510,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Schladming-Gröbming eGen,Hauptstrasse 279,Groebming,RZSTAT2G113,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,RAIFFEISENBANK SEEFELD - HADRES eGen,"103, HAUPTPLATZ",HADRES,RLNWATW1275,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Seefeld-Leutasch-Reith-Scharnitz reg.Gen.m.b.H.,Muenchner Strasse 38,Seefeld,RZTIAT22314,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Serfaus-Fiss-Ried reg.Gen.m.b.H.,Dorfbahnstrasse 41-43,Serfaus,RZTIAT22315,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Sillian eGen,Marktplatz 10,Sillian,RZTIAT22368,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Silz-Haiming und Umgebung reg.Gen.m.b.H.,Tirolerstrasse 78,Silz,RZTIAT22316,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Soelden reg.Gen.m.b.H.,Dorfstrasse 88,Soelden,RZTIAT22324,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank St. Agatha eGen,Stauffstrasse 8,St. Agatha,RZOOAT2L521,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank St. Florian am Inn eGen,St. Florian 50,St. Florian am Inn,RZOOAT2L522,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank St. Marien eGen,St. Marien 19,St. Marien,RZOOAT2L530,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank St. Roman eGen,Altendorf 29,St. Roman bei Schaerding,RZOOAT2L540,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,RaiffeisenBank St. Ulrich-Waidring eGen,Dorfstrasse 5a,Waidring,RZTIAT22349,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank St.Gilgen-Fuschl-Strobl eGen,Mozartplatz 4,St. Gilgen,RVSAAT2S056,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank St.Johann-Wagrain-Kleinarl eGen,Ing. Ludwig-Pech-Str.1,St. Johann/Pg.,RVSAAT2S069,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank St.Martin-Lofer-Weissbach eGen,St.Martin 7,St. Martin,RVSAAT2S060,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank St.Paul im Lavanttal eGen,Hauptstrasse 26,St.Paul/Lav.,RZKTAT2K500,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Stallhofen eGen,Raiffeisenplatz 1,Stallhofen,RZSTAT2G433,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Steinbach-Gruenburg eGen,Ortsplatz 2,Steinbach an der Steyr,RZOOAT2L633,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Steirisches Salzkammergut-Öblarn eGen,Bad Mitterndorf 13,Bad Mitterndorf,RZSTAT2G249,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Steyr eGen,Stadtplatz 46,Steyr,RZOOAT2L114,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,RAIFFEISENBANK STOCKERAU eGen,"2, RATHAUSPLATZ",STOCKERAU,RLNWATWWSTO,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Straden eGen,Raiffeisengasse 75,Straden,RZSTAT2G436,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Strass-Spielfeld eGen,Hauptstrasse 59,Strass,RZSTAT2G420,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Strasswalchen eGen,Salzburger Str. 3,Strasswalchen,RVSAAT2S062,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Sued-Weststeiermark eGen,Oberer Markt 9,Wies,RZSTAT2G056,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Tannheimertal reg.Gen.m.b.H.,Nr. 21,Tannheim,RZTIAT22333,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Taxenbach reg. eGen,Raiffeisenstrasse 1,Taxenbach,RVSAAT2S064,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Timmelkam-Lenzing-Puchkirchen eGen,Pollheimerstrasse 1,Timelkam,RZOOAT2L669,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,RAIFFEISENBANK TIROL MITTE WEST eGEN,Untermarktstr. 3,Telfs,RZTIAT22336,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,RAIFFEISENBANK TRAISENTAL-GOELSENTAL eGen,BABENBERGERGERSTRASSE 5,LILIENFELD,RLNWATWWLFD,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,RAIFFEISENBANK TULLN eGen,"9, BAHNHOFSTRASSE",TULLN,RLNWATW1880,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Turnau-St.Lorenzen eGen,Hauptstrasse 21,St.Marein i.M.,RZSTAT2G347,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Tux reg.Gen.m.b.H.,Lanersbach 464,Tux,RZTIAT22342,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Unken eGen,Niederland 103,Unken,RVSAAT2S066,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Unteres Lavanttal eGen,Lavamuend 41,Lavamuend,RZKTAT2K292,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Untersberg eGen,Hauptstrasse 28,Groedig,RVSAAT2S018,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,RAIFFEISENBANK VITIS eGen,"30, HAUPTPLATZ",VITIS,RLNWATW1901,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Voelkermarkt-Bleiburg eGen,Hauptplatz 12,Voelkermarkt,RZKTAT2K546,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Vorderbregenzerwald eGen,Platz 186,Hittisau,RVVGAT2B435,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Vorderes Ötztal eGen,Hauptstrasse 64,oetz,RZTIAT22291,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Vorderland reg. Gen.m.b.H.,Montfortstr. 9,Sulz-Roethis,RVVGAT2B475,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Wagram-Schmidatal eGen,BAHNHOFSTRASSE 25,ABSDORF,RLNWATW1002,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,RAIFFEISENBANK WAIDHOFEN AN DER THAYA eGen,"1, RAIFFEISENPROMENADE",WAIDHOFEN AN DER THAYA,RLNWATWWWTH,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Walding-Ottensheim eGen,Raiffeisenplatz 2,Walding,RZOOAT2L732,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Wallersee eGen,Hauptstraße 39,Neumarkt am Wallersee,RVSAAT2S021,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Wals-Himmelreich eGen,Hauptstrasse 13,Wals,RVSAAT2S071,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Wartberg an der Krems eGen,Hauptstrasse 23,Wartberg an der Krems,RZOOAT2L738,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Weiden am See eGen,Schulzeile 1,Weiden/See,RLBBAT2E106,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Weissachtal eGen,Dorf Nr. 245,Sulzberg,RVVGAT2B474,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Weisskirchen a. d. Traun eGen,Raiffeisenweg 1,Weisskirchen,RZOOAT2L741,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Weiz-Anger eGen,Kapruner-Generator Strasse 10,Weiz,RZSTAT2G187,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Wels eGen,Kaiser Josef-Platz 58,Wels,RZOOAT2L680,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Wels Sued eGen,Rodlbergerstrasse 31,Thalheim bei Wels,RZOOAT2L770,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Wernberg reg.Gen.m.b.H.,Bundesstrasse 9,Wernberg,RZKTAT2K559,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Weyer eGen,Marktplatz 11,Weyer,RZOOAT2L747,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,RAIFFEISENBANK WIENERWALD eGen,"62, HAUPTSTRASSE",PRESSBAUM,RLNWATWWPRB,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,RAIFFEISENBANK WILDER KAISER - BRIXENTAL WEST eGEN,Brixentaler Strasse 15,Hopfgarten,RZTIAT22245,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Wildschoenau reg.Gen.m.b.H.,Nr. 314,Oberau,RZTIAT22357,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Windischgarsten eGen,Bahnhofstrasse 6,Windischgarsten,RZOOAT2L491,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Wipptal - Stubaital Mitte eGen,Brennerstrasse 52,Steinach,RZTIAT22329,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,RAIFFEISENBANK WOLKERSDORF - AUERSTAHL eGen,"5, HAUPTSTRASSE",WOLKERSDORF,RLNWATWWWDF,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,RAIFFEISENBANK YBBSTAL eGen,"22, OBERER STADTPLATZ",WAIDHOFEN AN DER YBBS,RLNWATWWWHY,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbank Zirbenland eGen,Hauptplatz 12,Judenburg,RZSTAT2G368,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,Raiffeisenbezirksbank Oberwart eGen,Wiener Strasse 5,Oberwart,RLBBAT2E125,Pending EDS registration,Responding PSP;Requesting PSP,,,
AUSTRIA,RAIFFEISENKASSE BLINDENMARKT eGen,"40, HAUPTSTRASSE",BLINDENMARKT,RLNWATW1059,Pending EDS registration,Responding PSP;Requesting PSP,,,
