"Country","ParticipantName","Address","City","BIC","Readiness Date","Scheme Leaving Date","Scheme Options"
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL PROVENCE COTE D'AZUR","Avenue Paul Arene Les Negadis","Draguignan","AGRIFRPP891","2014-10-27","",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL PYRENEES GASCOGNE","11 BD KENNEDY BP 329","TARBES Cedex","AGRIFRPP869","2014-10-27","",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL SUD MEDITERRANEE","30, RUE PIERRE-BRETONNEAU","PERPIGNAN","AGRIFRPP871","2014-10-27","",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL VAL DE FRANCE","1, R DANIEL BOUTET","CHARTRES","AGRIFRPP844","2014-10-27","",""
"FRANCE","Caisse Régionale du Crédit Agricole Mutuel de la Réunion et de Mayotte","CITE DES LAURIERS PARC JEAN DE CAMBIAIRE","SAINT DENIS","AGRIRERXXXX","2014-10-27","",""
"FRANCE","CASDEN BANQUE POPULAIRE","91 Cours des Roches","Marne La Vallee Cedex 2","CCBPFRPPCAS","2015-07-06","",""
"FRANCE","CCF","103 rue de Grenelle","Paris","CCDFFRPPXXX","2023-12-04","",""
"FRANCE","CFCAL-BANQUE","1, RUE DU DOME","STRASBOURG","CFCLFR21XXX","2015-09-07","",""
"FRANCE","CHOLET DUPONT OUDART","16, PLACE DE LA MADELEINE","PARIS","CHDUFRPPXXX","2015-10-05","",""
"FRANCE","COFIDIS","Parc de la Haute Borne, 61 avenue Halley","Villeneuve d'Ascq","CFFIFR21XXX","2015-09-07","",""
"FRANCE","CREATIS","Parc de la Haute Borne -  61, Avenue Halley","Villeneuve d'Ascq","CRTAFR21XXX","2015-09-07","",""
"FRANCE","CREDIT AGRICOLE ALPES PROVENCE","25, CHEMIN DES TROIS CYPRES","AIX-EN-PROVENCE CEDEX 3","AGRIFRPP813","2014-10-27","",""
"FRANCE","CREDIT AGRICOLE ALSACE VOSGES","1, PLACE DE LA GARE","STRASBOURG","AGRIFRPP872","2014-10-27","",""
"FRANCE","CREDIT AGRICOLE CENTRE FRANCE","3, AVENUE DE LA LIBERATION","CLERMONT FERRAND CEDEX 9","AGRIFRPP868","2014-10-27","",""
"FRANCE","CREDIT AGRICOLE CORPORATE and INVESTMENT BANC (CACIB)","12 PLACE DES ETATS UNIS","Montrouge","BSUIFRPPXXX","2014-10-27","",""
"FRANCE","CREDIT AGRICOLE DES SAVOIE","P.A.E. Les Claisins 4 Avenue Pre-Felin","ANNECY","AGRIFRPP881","2014-10-27","",""
"FRANCE","CREDIT AGRICOLE DU MORBIHAN","Avenue de Keranguen 56","VANNES","AGRIFRPP860","2014-10-27","",""
"FRANCE","CREDIT AGRICOLE NORD DE FRANCE","10 SQUARE FOCH - B.P. 369","LILLE CEDEX","AGRIFRPP867","2014-10-27","",""
"FRANCE","Credit Agricole Payment Services","83 boulevard des Chênes","Guyancourt","AGRIFRPP777","2021-03-08","",""
"FRANCE","CREDIT AGRICOLE SA","12 place des Etats-Unis","Montrouge Cedex","AGRIFRPPXXX","2014-10-27","",""
"FRANCE","CREDIT AGRICOLE SUD RHONE ALPES","12 Place de la Résistance","GRENOBLE","AGRIFRPP839","2014-10-27","",""
"FRANCE","CREDIT COOPERATIF","12 BOULEVARD PESARO CS 10002","NANTERRE CEDEX","CCOPFRPPXXX","2015-02-09","",""
"FRANCE","Credit Foncier de France","182 AVENUE DE France","Paris","CFFRFRPPXXX","2015-07-20","",""
"FRANCE","CREDIT INDUSTRIEL ET COMMERCIAL (CIC)","6 avenue de provence","PARIS","CMCIFRPPXXX","2010-02-01","",""
"FRANCE","CREDIT MUTUEL ARKEA","1 RUE LOUIS LICHOU","Le Relecq-Kerhuon","CMBRFR2BXXX","2014-12-13","",""
"FRANCE","CREDIT MUTUEL EPARGNE SALARIALE","12, R GAILLON","PARIS","CMCIFRP1EPS","2010-02-01","",""
"FRANCE","CREDIT MUTUEL FACTORING","Tour D2- 17 BIS PLACE DES REFLETS","PARIS (LA DEFENSE)","CMCIFRP1FAC","2015-08-03","",""
"FRANCE","CREDIT MUTUEL LEASING","Tour D2- 17 BIS PLACE DES REFLETS","PARIS (LA DEFENSE)","CMCIFRP1BAE","2015-08-03","",""
"FRANCE","EDMOND DE ROTHSCHILD (FRANCE)","47, RUE DU FAUBOURG SAINT HONORE","PARIS","COFIFRPPXXX","2015-08-03","",""
"FRANCE","EUROPE ARAB BANK SA","41 AVENUE DE FRIEDLAND","Paris","ARABFRPPXXX","2024-11-04","",""
"FRANCE","FINANCIERE DES PAIEMENTS ELECTRONIQUES","1 Place des Marseillais","Charenton le Pont","FPELFR21XXX","2015-11-09","",""
"FRANCE","First Abu Dhabi Bank","10 Rue Magellan","PARIS","NBADFRPPXXX","2016-03-07","",""
"FRANCE","FLOA","71 RUE LUCIEN FAURE – IMM G7","Bordeaux","GRCSFRP1XXX","2022-03-14","",""
"FRANCE","FRANSABANK FRANCE S.A. PARIS","104 AVENUE DES CHAMPS ELYSEES","PARIS","FRAFFRPPXXX","2015-09-07","",""
"FRANCE","GRESHAM Banque","Rue de la Baume 20, CS 10020","PARIS","LEGRFRP1XXX","2015-10-05","",""
"FRANCE","HSBC Continental Europe","38, avenue Kléber","Paris","CCFRFRPPXXX","2014-12-08","",""
"FRANCE","Iliad 78","16 Rue de la ville l'eveque","Paris","ILIAFRP1XXX","2019-10-07","",""
"FRANCE","KEB Hana Bank Paris Branch","38, avenue des Champs-Elysees","PARIS","KOEXFRPPXXX","2015-09-07","",""
"FRANCE","LA BANQUE POSTALE","115 RUE DE SEVRES","PARIS CEDEX 06","PSSTFRPPXXX","2014-07-07","",""
"FRANCE","LAZARD FRERES BANQUE","175, BOULEVARD HAUSSMANN  Back Office Monétaire","PARIS","LAZPFRPPXXX","2015-09-07","",""
"FRANCE","LCL - LE CREDIT LYONNAIS","20 avenue de Paris","Villejuif","CRLYFRPPXXX","2014-10-27","",""
"FRANCE","LOOMIS FX Gold & Services","79-83 rue Benoît Malon","GENTILLY","CPBIFRPPXXX","2010-11-01","",""
"FRANCE","LOUVRE BANQUE PRIVEE","48, RUE DU LOUVRE","PARIS","PREUFRP1XXX","2015-09-07","",""
"FRANCE","LYF","4 rue Frederic-Guillaume Raiffeisen","Strasbourg","CMCIFR21BCI","2024-12-02","",""
"FRANCE","LYONNAISE DE BANQUE","8 rue de la republique","LYON","CMCIFRP1LYB","2010-02-01","",""
"FRANCE","MEGA INTERNATIONAL COMMERCIAL BANK CO. LTD. PARIS BRANCH","102 Terrasse Boieldieu  Tour W–12ème étage","Puteaux","ICBCFRPPXXX","2015-10-05","",""
"FRANCE","Memo Bank SA","Rue du Fabourg Poissonniere","Paris","MEMOFRP2XXX","2020-09-08","",""
"FRANCE","MILLEIS BANQUE","2 Avenue Hoche","PARIS","PRIVFRPPXXX","2017-06-30","",""
"FRANCE","MIPISE PAYMENT SERVICES","48 rue de paradis","Paris","MIPVFRP2XXX","2025-05-05","",""
"FRANCE","MOBILIS BANQUE","64 Boulevard de Cambrai","Roubaix","MOBQFR22XXX","2015-09-07","",""
"FRANCE","MONABANQ","Parc de la Haute Borne - 61 avenue Halley","Villeneuve d'Ascq","CMCIFRP1MON","2015-09-07","",""
"FRANCE","MONTE PASCHI BANQUE S.A.","11 boulevard de la Madeleine","PARIS","MONTFRPPXXX","2015-02-09","",""
"FRANCE","My Money Bank","TOUR EUROPLAZA: 20, AV ANDRE PROTHIN","DEFENSE / PARIS","MOEYFRPPXXX","2022-04-04","",""
"FRANCE","NATIONAL BANK OF KUWAIT FRANCE SA","90 avenue des Champs Elysées","Paris","NBOKFRPPXXX","2024-03-04","",""
"FRANCE","NATIXIS","7 PROMENADE GERMAINE SABLON","Paris","NATXFRPPXXX","2010-11-01","",""
"FRANCE","Nuapay SAS","4 Place Louis-Armand","Paris","NUAAFRP2XXX","2021-05-31","2025-09-01",""
"FRANCE","ODDO BHF SCA","12 BOULEVARD DE LA MADELEINE","PARIS","ODDOFRPPXXX","2016-01-04","",""
"FRANCE","Okali","50 rue La Boétie","Paris","SFPEFRP2XXX","2021-06-08","",""
"FRANCE","OLINDA","18 rue de Navarin","PARIS","QNTOFRP1XXX","2018-08-06","",""
"FRANCE","Orange Bank","67 rue Robespierre","Montreuil Cedex","ORUEES21XXX","2015-07-06","",""
"FRANCE","PAYPLUG ENTERPRISE SAS","55 RUE RASPAIL","LEVALLOIS-PERRET","DALPFR21XXX","2017-03-06","",""
"FRANCE","PAYSURF","4 Rue Frederic-Guillaume Raiffeisen","Strasbourg","CMCIFRP1PSF","2024-09-10","",""
"FRANCE","QATAR NATIONAL BANK","65 AVENUE D'IENA","PARIS","QNBAFRPPXXX","2013-10-07","",""
"FRANCE","QUILVEST BANQUE PRIVEE S.A.","243 BOULEVARD SAINT GERMAIN","PARIS","SIFBFRP1XXX","2015-10-05","",""
"FRANCE","ROTHSCHILD MARTIN MAUREL","29, AVENUE DE MESSINE","PARIS","BMMMFR2AXXX","2015-08-03","",""
"FRANCE","SCORE & SECURE PAYMENT","25 rue Louis le Grand","Paris","SCSYFRP2XXX","2021-05-31","",""
"FRANCE","SHINE","12 rue Anselme","Saint Ouen","SNNNFR22XXX","2021-11-02","",""
"FRANCE","SLIMPAY","12 rue Godot de Mauroy","PARIS","SLMPFRP1XXX","2016-11-07","",""
"FRANCE","SOCIETE CENTRALE POUR LE FINANCEMENT DE L' IMMOBILIER (SOCFIM)","5 RUE MASSERAN","PARIS","SOPMFRP1XXX","2016-05-09","",""
"FRANCE","SOCIETE DE BANQUE ET D'EXPANSION (SBE)","7,rue Auguste Gervais","Issy les Moulineaux","SBEXFRP1XXX","2010-11-01","",""
"FRANCE","SOCIETE FINANCIERE DE DEVELOPPEMENT DE LA REUNION (SOFIDER)","3,rue Labourdonnais","Saint-Denis","SODIRER1XXX","2010-11-01","",""
"FRANCE","SOCIETE FINANCIERE DE LA NEF","8 avenue des Canuts","VAULX EN VELIN","STFEFR21XXX","2016-01-04","",""
"FRANCE","SOCIETE GENERALE","29, BOULEVARD HAUSSMANN","PARIS","SOGEFRPPXXX","2010-11-01","",""
"FRANCE","SOCRAM BANQUE","2, rue du 24 Fevrier","NIORT","SORMFR2NXXX","2015-09-07","",""
"FRANCE","SWAN","95 avenue du Président Wilson / CS 50003","Montreuil","SWNBFR22XXX","2020-07-06","",""
"FRANCE","SWISSLIFE BANQUE","7, PLACE VENDOME","PARIS","SWILFRPPXXX","2015-10-05","",""
"FRANCE","TREEZOR SAS","33 Avenue de Wagram","PARIS","TRZOFR21XXX","2016-10-11","",""
"FRANCE","TRESOR PUBLIC FRANCAIS","139 RUE DE BERCY","PARIS CEDEX 12","TRPUFRP1XXX","2015-10-05","",""
"FRANCE","TUNISIAN FOREIGN BANK S.A.","19 RUE DES PYRAMIDES","PARIS","UTUBFRPPXXX","2015-10-05","",""
"FRANCE","XPOLLENS","110 Avenue de France","Paris","SMOEFRP1XXX","2018-06-04","",""
"GERMANY","Aachener Bank eG","Theaterstrasse 5","Aachen","GENODED1AAC","2009-11-02","",""
"GERMANY","Aareal Bank AG","Paulinenstrasse 15","Wiesbaden","AARBDE5WXXX","2013-04-08","",""
"GERMANY","Abtsgmuender Bank -Raiffeisen- eG","Hauptstr 13","Abtsgmuend","GENODES1ABR","2009-11-02","",""
"GERMANY","Agricultural Bank of China Ltd Frankfurt Branch","Ulmenstrasse 37-39","Frankfurt/Main","ABOCDEFFXXX","2014-05-05","",""
"GERMANY","aifinyo payments GmbH","Tiergartenstr. 8","Dresden","AIPGDE82XXX","2025-09-01","",""
"GERMANY","Airbus Bank GmbH","Prannerstrasse 8, ref. BOS-2020-009","Muenchen","AGBMDEMMXXX","2009-11-02","",""
"GERMANY","AKF BANK GMBH & CO KG","Am Diek 50","WUPPERTAL","AKFBDE33XXX","2013-11-04","",""
"GERMANY","AKTIVBANK AG","Herriotstraße 1","Frankfurt am Main","AKBADES1XXX","2009-11-02","",""
"GERMANY","B. Metzler seel. Sohn & Co. Aktiengesellschaft","Untermainanlage 1","Frankfurt/Main","METZDEFFXXX","2009-11-02","",""
"GERMANY","BAG Bankaktiengesellschaft","Gabelsbergerstrasse 1a","Hamm","GENODEM1BAG","2009-11-02","",""
"GERMANY","Banco do Brasil S. A.","Neue Mainzer Str. 46-50","Frankfurt am Main","BRASDEFFXXX","2009-11-02","",""
"GERMANY","Bank 1 Saar eG","Kaiserstr. 20","Saarbruecken","SABADE5SXXX","2009-11-02","",""
"GERMANY","BANK 11 FUR PRIVATKUNDEN UND HANDEL GMBH","HAMMER LANDSTRASSE 91","NEUSS","WEFZDED1XXX","2013-11-04","",""
"GERMANY","Bank fuer Kirche und Diakonie eG - KD-Bank","Schwanenwall 27","Dortmund","GENODED1DKD","2009-11-02","",""
"GERMANY","BANK FUER TIROL UND VORARLBERG AKTIENGESELLSCHAFT, ZWEIGNIEDERLASSUNG DEUTSCHLAND","BUXACHER STRASSE 1","MEMMINGEN","BTVADE61XXX","2009-11-02","",""
"GERMANY","BANK IM BISTUM ESSEN eG","Gildehofstrasse 2","Essen","GENODED1BBE","2009-11-02","",""
"GERMANY","Bank Julius Bär Deutschland AG","An der Welle 1","Frankfurt/Main","BAERDEF1XXX","2009-11-02","",""
"GERMANY","Bank Melli Iran","Holzbruecke 2","Hamburg","MELIDEHHXXX","2016-03-07","",""
"GERMANY","Bank of China Ltd. Frankfurt Branch","Bockenheimer Landstrasse 24","Frankfurt/Main","BKCHDEFFXXX","2010-02-01","",""
"GERMANY","BANK OF COMMUNICATIONS CO. LTD FRANKFURT BRANCH","NEUE MAINZER STRASSE 52-58","FRANKFURT AM MAIN","COMMDEFFXXX","2010-11-01","",""
"GERMANY","Bank Saderat Iran Zweigniederlassung Hamburg","Deichstrasse 11","Hamburg","SIHRDEH1XXX","2017-07-03","",""
"GERMANY","Bank Schilling & Co Aktiengesellschaft","Am Marktplatz 10","Hammelburg","BSHADE71XXX","2009-11-02","",""
"GERMANY","Bank Sepah Filiale Frankfurt","Hafen Strasse 54","Frankfurt am Main","SEPBDEFFXXX","2017-01-02","",""
"GERMANY","BANK VONTOBEL EUROPE AG","ALTER HOF 5","MUENCHEN","VONTDEM1XXX","2013-11-04","",""
"GERMANY","Bankhaus Anton Hafner KG","Maximilianstrasse 29","Augsburg","ANHODE77XXX","2013-04-08","",""
"GERMANY","BANKHAUS BAUER AG","Hatzper Straße 30","ESSEN","BHBADES1XXX","2011-02-07","",""
"GERMANY","BANKHAUS C. L. SEELIGER KG","LANGE HERZOGSTRASSE 63","WOLFENBUETTEL","BCLSDE21XXX","2012-05-07","",""
"GERMANY","Bankhaus E. Mayer AG","Friedrichring 28-30","Freiburg","BKMADE61XXX","2009-11-02","",""
"GERMANY","Bankhaus Ellwanger & Geiger AG","Boersenplatz  1","Stuttgart","ELGEDES1XXX","2009-11-02","",""
"GERMANY","Bankhaus Gebr. Martin AG","Kirchstrasse 35","Goeppingen","MARBDE6GXXX","2013-09-09","",""
"GERMANY","BANKHAUS HERZOGPARK AG","PIENZENAUER STR. 27","MUENCHEN","HERZDEM1XXX","2010-07-05","",""
"GERMANY","Bankhaus Ludwig Sperrer KG","Marienplatz 5-6","Freising","BHLSDEM1XXX","2009-11-02","",""
"GERMANY","Bankhaus Max Flessa KG","Luitpoldstrasse 2-6","Schweinfurt","FLESDEMMXXX","2013-04-08","",""
"GERMANY","BANKHAUS NEELMEYER ZWEIGNIEDERLASSUNG DER OLDENBURISCHE LANDESBANK AG","Am Markt 14-16","Bremen","NEELDE22XXX","2009-11-02","",""
"GERMANY","Bankhaus Rautenschlein AG","Hoetensleber Str. 49","Schoeningen","GENODEF1RTS","2009-11-02","",""
"GERMANY","Bankhaus RSA eG","Hauptstr. 8","Rechtmehring","GENODEF1RME","2009-11-02","",""
"GERMANY","Bankhaus Werhahn GmbH","Koenigstrasse 1","Neuss","WERHDED1XXX","2010-11-01","",""
"GERMANY","Bayerische Landesbank (BayernLB)","Brienner Str. 18","Muenchen","BYLADEMMXXX","2009-11-02","",""
"GERMANY","BBBank eG","Herrenstr 2-10","Karlsruhe","GENODE61BBB","2009-11-02","",""
"GERMANY","Bensberger Bank eG","Schlossstr 82","Bergisch Gladbach","GENODED1BGL","2009-11-02","",""
"GERMANY","Berliner Sparkasse Niederlassung der Landesbank Berlin AG","Alexanderplatz 2","Berlin","BELADEBEXXX","2010-11-01","",""
"GERMANY","Berliner Volksbank eG","Bundesallee 206","Berlin","BEVODEBBXXX","2009-11-02","",""
"GERMANY","Bernhauser Bank eG","Bernhaeuser Hauptstr. 14","Filderstadt","GENODES1BBF","2009-11-02","",""
"GERMANY","Bezirkssparkasse Reichenau","Abt-Berno-strasse 1","Reichenau","SOLADES1REN","2010-11-01","",""
"GERMANY","BFW - BANK FUER WOHNUNGSWIRTSCHAFT AG","Erzbergerstr. 10","Mannheim","BFWODE71XXX","2011-11-07","",""
"GERMANY","BMW Bank GmbH","Lilienthalallee 26","Muenchen","BMWBDEMUXXX","2010-11-01","",""
"GERMANY","Bopfinger Bank Sechta-Ries eG","Hauptstr 1","Bopfingen","GENODES1BPF","2009-11-02","",""
"GERMANY","Bordesholmer Sparkasse AG","Bahnhofstrasse 43-47","Bordesholm","NOLADE21BOR","2010-11-01","",""
"GERMANY","Brandenburger Bank Volksbank-Raiffeisenbank eG","Am Hafen 1","Brandenburg","GENODEF1BRB","2009-11-02","",""
"GERMANY","Bremische Volksbank Weser-Wümme eG","Domsheide 14","Bremen","GENODEF1HB1","2009-11-02","",""
"GERMANY","Bruehler Bank eG","Tiergartenstr 1-7","Bruehl","GENODED1BRL","2009-11-02","",""
"GERMANY","Budenheimer Volksbank eG","Luisenstr 7","Budenheim","GENODE51BUD","2009-11-02","",""
"GERMANY","CALENBERGER KREDITVEREIN","An der Borse 2","HANNOVER","CKVHDE21XXX","2009-11-02","",""
"GERMANY","CB BANK GmbH","GABELSBERGERSTRASSE 32","STRAUBING","CBSRDE71XXX","2012-08-06","",""
"GERMANY","China Construction Bank Corporation, Niederlassung Frankfurt","Bockenheimer Landstrasse 75","Frankfurt/Main","PCBCDEFFXXX","2009-11-02","",""
"GERMANY","Commerzbank AG","Kaiserstrasse 16 (Kaiserplatz)","Frankfurt/Main","COBADEFFXXX","2009-11-02","",""
"GERMANY","Consors Finanz BNP Paribas Niederlassung Deutschland, Standort München","SCHWANTHALERSTRASSE 31","MUENCHEN","WKVBDEM1XXX","2013-11-04","",""
"GERMANY","CreditPlus Bank AG","Augustenstrasse 7","Stuttgart","CPLUDES1XXX","2013-10-07","",""
"GERMANY","Cronbank AG","Frankfurter strasse 155","Dreieich (bei Ffm)","GENODE51CRO","2009-11-02","",""
"GERMANY","CVW-Privatbank AG","Hauptstrasse 14","Wilhermsdorf","GENODEF1WHD","2009-11-02","",""
"GERMANY","DekaBank Deutsche Girozentrale","Grosse Gallusstrasse 14","Frankfurt","DGZFDEFFXXX","2010-02-08","",""
"GERMANY","Dettinger Bank eG Volks- und Raiffeisenbank","Karlstr 74","Dettingen","GENODES1DBE","2009-11-02","",""
"GERMANY","Deutsche Apotheker- und Ärztebank eG - apoBank","Richard-Oskar-Mattern-Str.6","Duesseldorf","DAAEDEDDXXX","2009-11-02","",""
"GERMANY","DEUTSCHE BANK AG","Theodor-Heuss-Allee 70","FRANKFURT AM MAIN","DEUTDEFFXXX","2009-11-02","",""
"GERMANY","DEUTSCHE BANK EUROPE GMBH","Taunusanlage 12","FRANKFURT AM MAIN","DEUTDE5XXXX","2011-04-04","",""
"GERMANY","DEUTSCHE BUNDESBANK","14, WILHELM EPSTEIN STRASSE","FRANKFURT AM MAIN","MARKDEFFXXX","2009-11-02","",""
"GERMANY","DEUTSCHE KREDIT BANK A.G.","Taubenstr. 7-9","BERLIN","BYLADEM1001","2009-11-23","",""
"GERMANY","Deutsche Leasing Finance GMBH","15-31, Froelingstrasse","BAD HOMBURG V.D. HOEHE","DLFGDE51XXX","2010-11-01","",""
"GERMANY","Die Sparkasse Bremen","Postfach 107880","Bremen","SBREDE22XXX","2010-11-01","",""
"GERMANY","Dithmarscher Volks- und Raiffeisenbank eG","Markt 24-25","Heide","GENODEF1DVR","2009-11-02","",""
"GERMANY","DKM Darlehnskasse Muenster eG","Breul 26","Muenster","GENODEM1DKM","2009-11-02","",""
"GERMANY","DONAU-ILLER BANK EG","Pfisterstrasse 20","Ehingen","GENODES1EHI","2009-11-02","",""
"GERMANY","DONNER & REUSCHEL Aktiengesellschaft","Ballindamm 27","Hamburg","CHDBDEHHXXX","2009-11-02","",""
"GERMANY","Dortmunder Volksbank eG","Betenstr. 10","Dortmund","GENODEM1DOR","2009-11-02","",""
"GERMANY","DSK Hyp AG","30, ULMENSTRASSE","FRANKFURT AM MAIN","ESSEDE5FXXX","2011-01-14","",""
"GERMANY","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Platz der Republik","Frankfurt am Main","GENODEFFXXX","2009-11-02","",""
"GERMANY","DZB BANK GmbH","Nord-West-Ring-Str.11","Mainhausen","DZBMDEF1XXX","2009-11-02","",""
"GERMANY","Echterdinger Bank eG","Hauptstr 48","Leinfelden-Echterdingen","GENODES1ECH","2009-11-02","",""
"GERMANY","Eckernfoerder Bank eG Volksbank-Raiffeisenbank","Kieler Str. 39-43","Eckernfoerde","GENODEF1EFO","2009-11-02","",""
"GERMANY","EDEKABANK AG","New-York-Ring 6","Hamburg","EDEKDEHHXXX","2009-11-02","",""
"GERMANY","Emsländische Volksbank eG","Lookenstrasse 18-20","Lingen","GENODEF1LIG","2009-11-02","",""
"GERMANY","Erzgebirgssparkasse","Grosse Kirchgasse 18","Annaberg-Buchholz","WELADED1STB","2010-11-01","",""
"GERMANY","ETRIS BANK GMBH","DIESELSTR. 45","WUPPERTAL","ETRIDE31XXX","2012-03-05","",""
"GERMANY","Eurocity Bank AG","Goetheplatz 4","Frankfurt am Main","DLGHDEB1XXX","2009-11-02","",""
"GERMANY","Europaeisch-Iranische Handelsbank AG","Depenau 2","Hamburg","EIHBDE21XXX","2016-03-07","",""
"GERMANY","EVANGELISCHE BANK EG","Seidlerstr 6","Kassel","GENODEF1EK1","2009-11-02","",""
"GERMANY","Evenord Bank eG-KG","Schlachthofstr 12","Nuernberg","GENODEF1N03","2009-11-02","",""
"GERMANY","flatexDEGIRO Bank AG","Omniturm / Grosse Gallusstrasse 16-18","Frankfurt","BIWBDE33XXX","2014-02-03","",""
"GERMANY","Foerde Sparkasse","Lorentzendamm 28-30","Kiel","NOLADE21KIE","2010-11-01","",""
"GERMANY","Ford Bank GmbH","Henry-Fordstrasse 1","Cologne","FDBADE8FXXX","2018-06-04","",""
"GERMANY","Frankfurter Bankgesellschaft (Deutschland) AG","Junghofstrasse 26","Frankfurt/Main","FBGADEF1XXX","2010-03-01","",""
"GERMANY","Frankfurter Sparkasse","Neue Mainzer strasse 47-53","Frankfurt/M.","HELADEF1822","2010-11-01","",""
"GERMANY","Frankfurter Volksbank Rhein/Main eG","Boersenstrasse 7-11","Frankfurt","FFVBDEFFXXX","2009-11-02","",""
"GERMANY","Freikirchen.Bank eG","Friedberger Str 101","Bad Homburg","GENODE51BH2","2009-11-02","",""
"GERMANY","Freisinger Bank eG Volksbank-Raiffeisenbank","Untere Hauptstr 34","Freising","GENODEF1FSR","2009-11-02","",""
"GERMANY","Fuerst Fugger Privatbank AG","Maximilianstrasse 38","Augsburg","FUBKDE71XXX","2009-11-02","",""
"GERMANY","Fuerstlich Castellsche Bank","Marktplatz 1","Wuerzburg","FUCEDE77XXX","2018-11-20","",""
"GERMANY","Gabler-Saliter Bankgeschaeft AG","Marktplatz 10","Oberguenzburg","GABLDE71XXX","2010-11-01","",""
"GERMANY","GEFA BANK GmbH","ROBERT-DAUM-PLATZ 1 E7J720/7700800/53000873","WUPPERTAL","GGABDE31XXX","2012-02-06","",""
"GERMANY","GENO BANK ESSEN eG","Am Waldthausenpark 4","Essen","GENODEM1GBE","2009-11-02","",""
"GERMANY","GenoBank DonauWald eG","Raiffeisenstrasse 1","Viechtach","GENODEF1DGV","2009-11-02","",""
"GERMANY","Genossenschaftsbank eG Muenchen","Bergsonstr 184","Muenchen","GENODEF1M07","2009-11-02","",""
"GERMANY","Genossenschaftsbank Unterallgaeu eG Raiffeisen Volksbank","Krumbacher Str 11","Mindelheim","GENODEF1MIR","2009-11-02","",""
"GERMANY","Genossenschaftsbank Weil im Schoenbuch eG","Hauptstr. 38","Weil im Schoenbuch","GENODES1GWS","2009-11-02","",""
"GERMANY","Gladbacher Bank AG von 1922","Bismarckstr 50-52","Moenchengladbach","GENODED1GBM","2009-11-02","",""
"GERMANY","GLS Gemeinschaftsbank eG","Christstr. 9","Bochum","GENODEM1GLS","2009-11-02","",""
"GERMANY","Grafschafter Volksbank eG","Bahnhofstrasse 23","Nordhorn","GENODEF1NEV","2009-11-02","",""
"GERMANY","GRENKE BANK AG","Neuer Markt 2","Baden-Baden","GREBDEH1XXX","2009-11-02","",""
"GERMANY","Hagnauer Volksbank eG","Dr.-Zimmermann-Str. 14","Hagnau","GENODE61HAG","2009-11-02","",""
"GERMANY","Hamburg Commercial Bank AG","Gerhart Hauptmann Platz 50","Hamburg","HSHNDEHHXXX","2013-06-03","",""
"GERMANY","Hamburger Sparkasse AG","Ecke Adolphsplatz/Gr. Burstah","Hamburg","HASPDEHHXXX","2010-11-01","",""
"GERMANY","Hamburger Volksbank eG","Hammerbrookstrasse 63-65","Hamburg","GENODEF1HH2","2009-11-02","",""
"GERMANY","Hannoversche Volksbank eG","Kurt-Schumacher-Str 19","Hannover","VOHADE2HXXX","2009-11-02","",""
"GERMANY","HARZER VOLKSBANK EG","Gustav-Petri-Strasse 6","Wernigerode","GENODEF1QLB","2009-11-02","",""
"GERMANY","Harzsparkasse","Gustav-Petri-Str. 8","Wernigerode","NOLADE21HRZ","2010-11-01","",""
"GERMANY","Hauck Aufhaeuser Lampe Privatbank AG","Kaiserstrasse 24","Frankfurt/Main","HAUKDEFFXXX","2009-11-02","",""
"GERMANY","Hausbank Muenchen eG Bank fuer Haus- und Grundbesitz","Sonnenstr 13","Muenchen","GENODEF1M04","2009-11-02","",""
"GERMANY","Heidelberger Volksbank eG","Kurfuerstenanlage 8","Heidelberg","GENODE61HD1","2009-11-02","",""
"GERMANY","Heidenheimer Volksbank eG","Karlstrasse 3","Heidenheim","GENODES1HDH","2009-11-02","",""
"GERMANY","Herner Sparkasse","Berliner Platz 1","Herne","WELADED1HRN","2010-11-01","",""
"GERMANY","Hoerner Bank AG","Oststr. 77","Heilbronn","HOEBDE61XXX","2009-11-02","",""
"GERMANY","Hohenzollerische Landesbank Kreissparkasse Sigmaringen","Leopoldplatz 5","Sigmaringen","SOLADES1SIG","2010-11-01","",""
"GERMANY","Huemmlinger Volksbank eG","Hauptstrasse 28","Werlte","GENODEF1WLT","2009-11-02","",""
"GERMANY","Huettenberger Bank eG","Hauptstr 114","Huettenberg","GENODE51HUT","2009-11-02","",""
"GERMANY","IBM DEUTSCHLAND KREDITBANK GMBH","Schönaicher Str. 220","Böblingen","IBKBDES1XXX","2010-11-01","",""
"GERMANY","Ihre Volksbank eG Neckar Odenwald Main Tauber","Franken-Passage 2","Tauberbischofsheim","GENODE61WTH","2009-11-02","",""
"GERMANY","IKB Deutsche Industriebank AG","Wilhelm-Boetzkes-Strasse 1","Duesseldorf","IKBDDEDDXXX","2014-02-03","",""
"GERMANY","Industrial and Commercial Bank of China Niederlassung Frankfurt","Bockenheimer Anlage 15","Frankfurt/Main","ICBKDEFFXXX","2011-02-07","",""
