"Country","ParticipantName","Address","City","BIC","Readiness Date","Scheme Leaving Date","Scheme Options"
"ITALY","Banca di Credito Cooperativo dell'Adriatico Teramano","CORSO ELIO ADRIANO 1/3","ATRI","ICRAITRRU60","2010-03-08","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DELLA CALABRIA ULTERIORE – SOCIETA' COOPERATIVA","VIA SAN FRANCESCO DI PAOLA SNC","MARCELLINARA","ICRAITRRUB0","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo della Romagna Occidentale","Piazza Fanti, 17","CASTEL BOLOGNESE (RA)","CCRTIT2TROC","2009-11-02","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DELLA VALLE DEL TRIGNO","Via Duca degli Abruzzi, 103","San Salvo (CH)","ICRAITRR59Z","2009-11-02","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DI  FANO SOC. COOP.","VIA FLAMINIA, 346","FANO (PU)","ICRAITRREF0","2009-11-02","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DI ABRUZZI E MOLISE SOCIETA COOPERATIVA","Via Brigata Alpina Julia, 6","ATESSA","CCRTIT2TTEA","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo di Alba Langhe Roero e del Canavese Societa Cooperativa","VIA CAVOUR N.4","Alba (CN)","ICRAITRREQ0","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo di Alberobello e Sammichele di Bari","Viale Bari, 10","ALBEROBELLO (BA)","CCRTIT2TALB","2013-07-08","",""
"ITALY","Banca di Credito Cooperativo di Anagni","Piazza G. Marconi, 17","Anagni","CCRTIT2TN00","2009-11-02","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DI AQUARA","VIA G. GARIBALDI, 3","AQUARA","CCRTIT2TAQU","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo di Arborea","Via Porcella, 6","ARBOREA","ICRAITRRA20","2009-11-02","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DI BARLASSINA (Milano) Società Cooperativa","Via C. Colombo, 1/3","BARLASSINA (MI)","CCRTIT2TBAR","2009-11-02","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DI BASCIANO SOCIETA COOPERATIVA","VIA SALARA NR. 33","BASCIANO","ICRAITRR450","2009-11-02","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DI BELLEGRA SOCIETA' COOPERATIVA","VIA ROMA 37","BELLEGRA","ICRAITRRAL0","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo di Busto Garolfo e Buguggiate","Via Manzoni, 50","BUSTOGAROLFO","ICRAITRRB80","2010-03-08","",""
"ITALY","Banca di Credito Cooperativo di Cagliari","VIA FRANCESCO CIUSA 52","CAGLIARI","ICRAITRRUG0","2013-11-04","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DI CARATE BRIANZA SOCIETA' COOPERATIVA","VIA F. CUSANI, 6","CARATE BRIANZA","ICRAITRRCAR","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo di Cassano delle Murge e Tolve s.c.","VIA BITETTO, 2","Cassano delle Murge","CCRTIT2TCSM","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo di Cherasco","via Bra n.15","Roreto","CCRTIT2TCHE","2009-11-02","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DI CONVERSANO","VIA ROSSELLI 78","CONVERSANO (BA)","CCRTIT2TT00","2009-11-02","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DI FILOTTRANO SOCIETA' COOPERATIVA","PIAZZA GARIBALDI 26","FILOTTRANO","ICRAITRRF90","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo di Gambatesa - Societa Cooperativa","via Nazionale Appula n 29","Gambatesa","ICRAITRRFW0","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo di Gaudiano di Lavello Soc.Coop.","Via Roma n.81/83","Lavello","ICRAITRRFE0","2009-11-02","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DI LEVERANO","PIAZZA ROMA 1","LEVERANO","ICRAITRRGR0","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo di Lezzeno (Como)","Frazione Rozzo, 3","LEZZENO","ICRAITRRH60","2010-04-12","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DI LOCOROTONDO","PIAZZA MARCONI, 28","LOCOROTONDO","CCRTIT2TLND","2009-11-02","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DI MARINA DI GINOSA","VIALE JONIO S.N.","MARINA DI GINOSA","ICRAITRRJ40","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo di Milano - Societa Cooperativa","VIA DE GASPERI 11","CARUGATE","ICRAITRRCL0","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo di Montepaone","Via Padre Pio, 27","Montepaone","ICRAITRR3I0","2009-11-02","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DI MOZZANICA","Via Umberto I, 10","MOZZANICA","ICRAITRRIV0","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo di Napoli","V.MIGUEL CERVANTES DE SAAVEDRA","NAPOLI","ICRAITRRUU0","2010-11-01","",""
"ITALY","Banca di Credito Cooperativo di Nettuno S.C.","Via Giacomo Matteotti, 5","Nettuno","ICRAITRRJ90","2009-11-02","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DI OSTRA E MORRO D'ALBA S.C.","VIA MAZZINI, 93","OSTRA","ICRAITRRJK0","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo di Ostra Vetere","Via Marconi, 29","OSTRA VETERE","ICRAITRRJL0","2010-02-08","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DI OSTUNI","LARGO MONS.I.PIGNATELLI 2","OSTUNI (BR)","ICRAITRRJM0","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo di Pergola e Corinaldo Società Cooperativa","Viale Martiri della Libertà 46/B","Pergola","ICRAITRRKB0","2009-11-02","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DI PIANFEI E ROCCA DE' BALDI S.C.R.L.","Via Villanova, 23","PIANFEI","CCRTIT2TPIA","2009-11-02","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DI PONTASSIEVE","VIA VITTORIO VENETO 9","PONTASSIEVE","ICRAITRRKG0","2009-11-02","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DI PUTIGNANO","VIA MARGHERITA DI SAVOIA N. 13","PUTIGNANO","ICRAITRRUX0","2012-03-05","",""
"ITALY","Banca di Credito Cooperativo di Roma","Via Sardegna 129","Roma","ICRAITRRROM","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo di San Giovanni Rotondo","Viale Aldo Moro 9","SAN GIOVANNI ROTONDO","CCRTIT2TSGR","2013-10-07","",""
"ITALY","Banca di Credito Cooperativo di San Marzano di San Giuseppe - Taranto","Via V. Emanuele III, 190/a","San Marzano di San Giuseppe","CCRTIT2TSMZ","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo di Santeramo in Colle (BA) Società Cooperativa","PTTA DOTTOR ORLANDO LEONE 2","SANTERAMO IN COLLE (BA)","ICRAITRRNG0","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo di Sarsina - Società Cooperativa","Via Roma 18/20","Sarsina","CCRTIT2TSAR","2009-11-02","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DI SCAFATI E CETARA S.C.R.L.","Via P. Melchiade, 47","SCAFATI","ICRAITRRNR0","2010-11-01","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DI SPELLO E DEL VELINO","Piazzale della Pace, 1","Spello","CCRTIT2TSBE","2009-11-02","",""
"ITALY","BANCA DI CREDITO COOPERATIVO DI TERRA D'OTRANTO","VIA C.BATTISTI","Carmiano","ICRAITRRCD0","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo di Triuggio e della Valle del Lambro","VIA SERAFINO BIFFI 8","TRIUGGIO","ICRAITRRP10","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo di Valle del Torto","Piazza Duomo 3/4","Lercara Friddi","ICRAITRRGP0","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo di Venezia Padova e Rovigo Banca Annia Societa Cooperativa","Via Roma, 15","CARTURA (PD)","ICRAITRRCK0","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo La Riscossa di Regalbuto","Via Mons. Vito Pernicone 1","Regalbuto","CCRTIT2TO00","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo Laudense Lodi (Milano)","Via Garibaldi, 5","LODI","CCRTIT2TLAU","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo Magna Grecia - Società Cooperativa","Vallo della Lucania, Via A. R. Passaro","Salerno","ICRAITRRTM0","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo Monte Pruno di Roscigno e di Laurino","Via IV Novembre, scn","ROSCIGNO","CCRTIT2TMPR","2010-03-08","",""
"ITALY","BANCA DI CREDITO COOPERATIVO PORDENONESE E MONSILE","Via Trento, 1","Azzano Decimo","ICRAITRR9W0","2009-11-02","",""
"ITALY","BANCA DI CREDITO COOPERATIVO SAN GIUSEPPE DELLE MADONIE","C.SO PAOLO AGLIATA 149","PETRALIA SOTTANA","ICRAITRRR40","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo San Marco dei Cavoti e del Sannio","P.zza Risorgimento, 16","San Marco dei Cavoti","ICRAITRRRP0","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo Terra di Lavoro San Vincenzo de Paoli scpa","Via Madonna di Pompei,4","Casagiove","ICRAITRRRF0","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo Valdostana","FrazioneTaxel, 26","Gressan","CCRTIT2TVAL","2009-11-02","",""
"ITALY","Banca di Credito Cooperativo Vicentino Pojana Maggiore","Via Matteotti, 47","Pojana Maggiore","ICRAITRRKC0","2009-11-02","",""
"ITALY","BANCA DI CREDITO POPOLARE","C.SO V. EMANUELE, 92/100","TORRE DEL GRECO (NA)","BCPTITNNXXX","2009-11-02","",""
"ITALY","Banca di Imola SpA","Via Emilia 196","Imola - BO","IMCOIT2AXXX","2010-11-01","",""
"ITALY","BANCA DI PESARO CREDITO COOPERATIVO SOCIETA' COOPERATIVA","VIA F.LLI CERVI SN","PESARO","ICRAITRRMY0","2009-11-02","",""
"ITALY","BANCA DI PESCIA E CASCINA CREDITO COOPERATIVO","VIA ALBERGHI N. 26","PESCIA","ICRAITRR9Y0","2009-11-02","",""
"ITALY","BANCA DI PIACENZA SOC.COOP.PER AZIONI","Via Mazzini 20","PIACENZA","BCPCIT2PXXX","2011-02-07","",""
"ITALY","BANCA DI PISA E FORNACETTE CREDITO COOPERATIVO","LUNGARNO ANTONIO PACINOTTI 8","PISA","ICRAITRRPSA","2010-11-01","",""
"ITALY","Banca di Ripatransone e del Fermano - Credito Cooperativo - Societa Cooperativa","Corso Vittorio Emanuele II, 45","Ripatransone (AP)","ICRAITRRLD0","2009-11-02","",""
"ITALY","BANCA DI SCONTO S.p.A.","Via Venti Settembre 30","Rome","SCCDIT31XXX","2009-11-02","",""
"ITALY","Banca di Udine Credito Cooperativo","Viale Tricesimo, 85","UDINE","ICRAITRRJV0","2009-11-02","",""
"ITALY","Banca Don Rizzo Credito Cooperativo della Sicilia Occidentale","Via Vittorio Emanuele II, 15/17","Alcamo (TP)","ICRAITRRQA0","2009-11-02","",""
"ITALY","BANCA FIDEURAM SPA","P.le Douhet 31","Roma","FIBKITMMXXX","2014-04-07","",""
"ITALY","BANCA FINANZIARIA INTERNAZIONALE S.P.A.","Via Vittorio Alfieri, 1","Conegliano (TV)","BFINITMMXXX","2010-11-01","",""
"ITALY","Banca Finnat Euramerica","Piazza del Gesu'. 49","ROMA","FNATITRRXXX","2010-04-12","",""
"ITALY","Banca Generali","Via Machiavelli, 4","TRIESTE","BGENIT2TXXX","2010-05-03","",""
"ITALY","BANCA IFIGEST SPA","PIAZZA S. MARIA SOPRARNO 1","FIRENZE","IFIGIT31XXX","2010-11-01","",""
"ITALY","BANCA IFIS SPA","Via Terraglio 63","MESTRE (VENEZIA)","IFISIT2VXXX","2019-01-07","",""
"ITALY","BANCA INVESTIS S.P.A.","VIA SAN DALMAZZO N. 15","TORINO","BIMTITTTXXX","2011-11-07","",""
"ITALY","BANCA LAZIO NORD CREDITO COOPERATIVO S.C.","VIA ALESSANDRO POLIDORI 72","VITERBO","CCRTIT2TVIT","2010-11-01","",""
"ITALY","BANCA MACERATA SPA",": Contrada Acquevive n. 20/A","MACERATA","PRACIT31XXX","2010-07-05","",""
"ITALY","BANCA MALATESTIANA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA","VIA XX SETTEMBRE, 63","RIMINI","CCRTIT2TMAL","2009-11-02","",""
"ITALY","BANCA MEDIOCREDITO CENTRALE","VIALE AMERICA 351","ROMA","MCENITRRXXX","2022-10-04","",""
"ITALY","BANCA MEDIOLANUM SPA","Via Enno Doris","BASIGLIO","MEDBITMMXXX","2010-11-01","",""
"ITALY","Banca Monte dei Paschi di Siena SpA","Piazza Salimbeni 3","Siena","PASCITMMXXX","2009-11-02","",""
"ITALY","BANCA NAZIONALE DEL LAVORO S.P.A.","Viale Altiero Spinelli 30","Roma","BNLIITRRXXX","2013-09-09","",""
"ITALY","BANCA PASSADORE & C.","Via E. Vernazza 27","Genova","PASBITGGXXX","2009-11-02","",""
"ITALY","Banca Patrimoni Sella e C. S.p.A.","Piazza CLN, 255","TORINO (TO)","SENVITT1XXX","2013-11-04","",""
"ITALY","BANCA PER IL TRENTINO ALTO ADIGE – BANK FUER TRENTINO-SUEDTIROL – Credito Cooperativo Italiano Societa Cooperativa","via Belenzani 4","Trento","CCRTIT2T76A","2009-11-02","",""
"ITALY","BANCA POPOLARE DEL CASSINATE S.C.P.A.","PIAZZA ARMANDO DIAZ 14","CASSINO","POCAIT3CXXX","2010-11-01","",""
"ITALY","BANCA POPOLARE DEL FRUSINATE SOCIETA' COOPERATIVA PER AZIONI","PIAZZALE DE MATTHAEIS 55","FROSINONE","BPFRIT3FXXX","2010-11-01","",""
"ITALY","Banca Popolare del Lazio","Via Martiri delle Fosse Ardeatine, 9","VELLETRI (RM)","BPLZIT3VXXX","2010-05-03","",""
"ITALY","Banca Popolare dell'Alto Adige S.p.A. (Suedtiroler Volksbank AG)","Via del Macello, 55","Bolzano","BPAAIT2BXXX","2009-11-02","",""
"ITALY","BANCA POPOLARE DI BARI Soc. coop. p.a.","Corso Cavour, 19","BARI","BPBAIT3BXXX","2010-11-01","",""
"ITALY","Banca Popolare di Cortona ScPA","Via Guelfa, 4 Cortona","Arezzo","POCSIT31XXX","2010-11-01","",""
"ITALY","BANCA POPOLARE DI FONDI","Via Appia Km. 118, 600","FONDI","POFOIT3FXXX","2009-11-02","",""
"ITALY","BANCA POPOLARE di LAJATICO S.C.p.A.","Via Guelfi, 2","LAJATICO","BLJAIT3LXXX","2010-11-01","",""
"ITALY","BANCA POPOLARE DI PUGLIA E BASILICATA s.c.p.a.","Via Ottavio Serena, 13","Altamura (BA)","BPDMIT3BXXX","2010-11-01","",""
"ITALY","BANCA POPOLARE DI SONDRIO SPA","PIAZZA GARIBALDI, 16","SO","POSOIT22XXX","2009-11-02","",""
"ITALY","Banca Popolare Etica Scpa","via N. Tommaseo, 7","Padova","ETICIT22XXX","2009-11-02","",""
"ITALY","BANCA POPOLARE PUGLIESE SCPA","VIA PROV.LE PER MATINO, 5","PARABITA","BPPUIT33XXX","2009-11-02","",""
"ITALY","Banca Popolare Vesuviana","Via Roberto Bracco 31","Napoli","POVEIT33XXX","2010-07-05","",""
"ITALY","BANCA PREALPI SANBIAGIO CREDITO COOPERATIVO","Via Roma, 57","TARZO","CCRTIT2TPRE","2009-11-02","",""
"ITALY","Banca Privata Leasing S.p.A.","Via P. Castaldi da Feltre 1/A","San Maurizio - Reggio Emilia","PRLEIT23XXX","2012-05-07","",""
"ITALY","Banca Progetto","Piazza Armando DIAZ , 1","MILANO","BPTTITMMXXX","2010-11-01","",""
"ITALY","BANCA PROMOS SPA","VIALE GRAMSCI 19","NAPOLI","PROSITNNXXX","2010-11-01","",""
"ITALY","BANCA REALE S.p.A","Corso Giuseppe Siccardi 13","TORINO","BRTOITTTXXX","2010-11-01","",""
"ITALY","BANCA SAN FRANCESCO CREDITO COOPERATIVO SOCIETA' COOPERATIVA","VIALE REGINA MARGHERITA N. 63/65","CANICATTI' (AG)","ICRAITRRQX0","2009-11-02","",""
"ITALY","BANCA SANTA GIULIA S.P.A.","VIA QUARTIERI N. 39","CHIARI","SGIUIT21XXX","2011-06-06","",""
"ITALY","Banca Sella Holding S.p.A.","via Italia, 2","BIELLA (BI)","SELBIT22XXX","2013-11-04","",""
"ITALY","Banca Sella S.p.A.","via Italia, 2","BIELLA (BI)","SELBIT2BXXX","2013-11-04","",""
"ITALY","BANCA SISTEMA SPA","Largo Augusto 1/a, ang. Via Verziere 13","MILANO","BSISITMMXXX","2010-11-01","",""
"ITALY","BANCA STABIESE S.p.A.","VIA ETTORE TITO N.1","CASTELLAMMARE DI STABIA","STAIIT31XXX","2009-11-02","",""
"ITALY","BANCA TERRITORI DEL MONVISO CREDITO COOPERATIVO DI CASALGRASSO E SANT'ALBANO STURA SOCIETA COOPERATIVA","VIA F. VALLAURI 24","SANT'ALBANO STURA","CCRTIT2TCSS","2009-11-02","",""
"ITALY","BANCA VALSABBINA SCPA","VIA MOLINO 4","VESTONE","BCVAIT2VXXX","2010-11-01","",""
"ITALY","BANCA VERONESE CREDITO COOPERATIVO DI CONCAMARISE","VIA CAPITELLO 36","CONCAMARISE (VR)","ICRAITRR8Y0","2010-11-01","",""
"ITALY","Banca Versilia Lunigiana e Carfagnana Credito Cooperativo","Via Mazzini, 80","PIETRASANTA","ICRAITRRK60","2010-04-12","",""
"ITALY","Banco BPM S.p.A.","Piazza F. Meda 4","Milano","BAPPIT22XXX","2009-11-02","",""
"ITALY","Banco di Credito P. Azzoaglio","Via Doria, 17","CEVA","AZZBITT3XXX","2010-11-01","",""
"ITALY","BANCO DI DESIO E DELLA BRIANZA SPA","via ROVAGNATI 1","DESIO (MB)","BDBDIT22XXX","2010-11-01","",""
"ITALY","BANCO DI LUCCA E DEL TIRRENO","Viale Agostino Marti 443","Lucca - LU","BLUCIT31XXX","2010-11-01","",""
"ITALY","Banco di Sardegna","Viale Bonaria, 33     09125","Cagliari","SARDIT31XXX","2009-11-02","",""
"ITALY","Banco Fiorentino Mugello Impruneta Signa Credito Cooperativo","VIA VILLANI 13","FIRENZUOLA","ICRAITRR910","2009-11-02","",""
"ITALY","Banco Marchigiano Credito Cooperativo","Viale Matteotti, 8","Civitanova Marche","CCRTIT2TCIV","2009-11-02","",""
"ITALY","BANK OF TOKYO-MITSUBISHI UFJ Ltd Milano Branch","Via Turati, 9","MILANO","BOTKITMXXXX","2010-11-01","",""
"ITALY","Bcc Abruzzese Cappelle sul Tavo","Via Umberto I° n. 78/80","Cappelle sul Tavo (PE)","ICRAITRRC20","2009-11-02","",""
"ITALY","BCC Agrigentino Società Cooperativa","Viale Leonardo Sciascia 158","AGRIGENTO","ICRAITRRUS0","2009-11-02","",""
"ITALY","BCC Agrobresciano - Società Cooperativa","Piazza Roma 17","Ghedi (Bs)","ICRAITRRFZ0","2009-11-02","",""
"ITALY","BCC BASILICATA CREDITO COOPERATIVO DI LAURENZANA E COMUNI LUCANI","VIA S.S.92 N.50","LAURENZANA","ICRAITRRGL0","2009-11-02","",""
"ITALY","BCC CALABRIA NORD","VIA ROMA, 153/155","VERBICARO","CCRTIT2TATC","2009-11-02","",""
"ITALY","BCC DEL GARDA","Via Trieste 62","Montichiari (BS)","ICRAITRRIS0","2009-11-02","",""
"ITALY","BCC DELLA PROVINCIA ROMANA","via Dante Alighieri 25","Riano","ICRAITRRLV0","2010-11-01","",""
"ITALY","BCC DI AVETRANA","VIA ROMA N. 109","AVETRANA","ICRAITRR9U0","2009-11-02","",""
"ITALY","BCC DI CANOSA LOCONIA","VIA B.SPAVENTA 4","CANOSA DI PUGLIA","ICRAITRRGU0","2009-11-02","",""
"ITALY","BCC DI CAPACCIO PAESTUM E SERINO","VIA MAGNA GRAECIA 345","CAPACCIO SCALO","ICRAITRRBZ0","2009-11-02","",""
"ITALY","BCC DI CASTIGLIONE MESSER RAIMONDO E PIANELLA","Viale Umberto 1","Castiglione M.R.","ICRAITRRD50","2009-11-02","",""
"ITALY","BCC DI PACHINO","VIA UNITA' 5","PACHINO","ICRAITRRJT0","2009-11-02","",""
"ITALY","BCC Felsinea - Banca di Credito Cooperativo dal 1902 - Societa Cooperativa","Via Centrale 13","San Benedetto del Querceto - Monterenzio (BO)","CCRTIT2TFEL","2009-11-02","",""
"ITALY","BCC FINANCING","Via Aquileia 1","UDINE","MFVGIT21XXX","2014-02-03","",""
"ITALY","BCC FLUMERI soc. coop.","VIA OLIVIERI","Flumeri","CCRTIT2TFLU","2009-11-02","",""
"ITALY","BCC RECANATI E COLMURANO","PIAZZA G. LEOPARDI","RECANATI","ICRAITRRL90","2009-11-02","",""
"ITALY","BCC Veneta Credito Cooperativo – Societa Cooperativa","Via Perlena, n. 78","Fara Vicentino","ICRAITRRBSG","2009-11-02","",""
"ITALY","BCC VENEZIA GIULIA","PIAZZA DELLA REPUBBLICA, 9","STARANZANO","ICRAITRROD0","2009-11-02","",""
"ITALY","BENE BANCA Credito Cooperativo di Bene Vagienna s.c.","Piazza Botero, 7","Bene Vagienna (CN)","CCRTIT2TBEN","2009-11-02","",""
"ITALY","BFF Bank S.p.A.","Viale Lodovico Scarampo, 15","Milan","CIPBITMMXXX","2021-02-01","",""
"ITALY","Bibanca S.p.A.","Viale Mancini,2","Sassari","BPSAIT31XXX","2009-11-02","",""
"ITALY","BLU BANCA S.p.A.","Viale del Caravaggio, 39","Rome","SVTUIT21XXX","2014-10-06","",""
"ITALY","BPER Banca S.p.A.","Via San Carlo 8/20","Modena","BPMOIT22XXX","2009-11-02","",""
"ITALY","CASSA CENTRALE BANCA - CREDITO COOPERATIVO ITALIANO SPA","VIA SEGANTINI, 5","TRENTO","CCRTIT2TXXX","2009-11-02","",""
"ITALY","CASSA DEPOSITI E PRESTITI SPA","VIA GOITO 4","ROMA","CADPITRRXXX","2013-11-04","",""
"ITALY","CASSA DI RISPARMIO DI ASTI SPA","PIAZZA LIBERTA,  23","ASTI","CASRIT22XXX","2010-11-01","",""
"ITALY","CASSA DI RISPARMIO DI BOLZANO S.P.A. SueDTIROLER SPARKASSE AG","VIA CASSA DI RISPARMIO, 12/B","BOLZANO","CRBZIT2BXXX","2010-03-01","",""
"ITALY","Cassa di Risparmio di Fermo Spa","Via Don E.Ricci,1","Fermo","CRFEIT3FXXX","2009-11-02","",""
"ITALY","CASSA DI RISPARMIO DI FOSSANO SPA","VIA ROMA 122","FOSSANO","CRIFIT2FXXX","2009-11-02","",""
"ITALY","Cassa di Risparmio di Orvieto S.p.A.","Piazza della Repubblica, 21","Orvieto","BPBAITR1XXX","2010-11-01","",""
"ITALY","CASSA DI RISPARMIO DI VOLTERRA SPA","PIAZZA DEI PRIORI 16","VOLTERRA","CRVOIT3VXXX","2010-11-01","",""
"ITALY","CASSA DI SOVVENZIONI E RISPARMIO FRA IL PERSONALE DELLA BANCA D'ITALIA","VIA CAVOUR 71","ROMA","CSRFITR1XXX","2010-11-01","",""
"ITALY","CASSA LOMBARDA SPA","VIA ALESSANDRO MANZONI 12/14","MILANO","LOMCITMMXXX","2010-11-01","",""
"ITALY","CASSA PADANA Banca di Credito Cooperativo - Societa Cooperativa","via Garibaldi n. 25","LENO","CCRTIT2TPAD","2010-11-01","",""
"ITALY","CASSA RAIFFEISEN BASSA ATESINA","VIA B. FRANKLIN 6","LAIVES","RZSBIT21317","2009-11-02","",""
"ITALY","CASSA RAIFFEISEN DELLA VALLE ISARCO RAIFFEISENKASSE EISACKTAL","Großer Graben 12","Brixen","RZSBIT21007","2009-11-02","",""
"ITALY","Cassa Raiffeisen di Dobbiaco","Via C. Kuenigl 1","Dobbiaco","RZSBIT21238","2009-11-02","",""
"ITALY","CASSA RAIFFEISEN DI MERANO","Via Principale 40","MERANO","RZSBIT21019","2009-11-02","",""
"ITALY","CASSA RAIFFEISEN DI SAN MARTINO IN PASSIRIA SOCIETA COOPERATIVA","VIA GIOVO 7","SAN MARTINO IN PASSIRIA","CCRTIT2TSMP","2010-11-01","",""
"ITALY","Cassa Raiffeisen di Villabassa Soc.coop.","Via Hans Wassermann 4","Villabassa","RZSBIT21023","2009-11-02","",""
"ITALY","Cassa Raiffeisen Etschtal Societa cooperativa","Dr.-Weiser-Platz 9","Terlan","RZSBIT21042","2009-11-02","",""
"ITALY","Cassa Raiffeisen Oltradige","Piazza Municipio, 13","Appiano","RZSBIT21048","2009-11-02","",""
"ITALY","Cassa Raiffeisen Prato-Tubre","Via Croce 8","Prato allo Stelvio","RZSBIT21027","2009-11-02","",""
"ITALY","Cassa Raiffeisen Ultimo-S.Pancrazio-Lauregno Soc.coop.","Via Principale 118","Ultimo - Fraz. S.Valburga","RZSBIT21039","2009-11-02","",""
"ITALY","Cassa Raiffeisen Val Badia","Str. Col Alt, 16","Corvara","RZSBIT21008","2009-11-02","",""
"ITALY","CASSA RAIFFEISEN/ RAIFFEISENKASSE SCHLERN-ROSENGARTEN","Zona Produttiva Cardano 1","Cornedo all'Isarco","RZSBIT21510","2009-11-02","",""
"ITALY","Cassa Rurale Alta Valsugana Banca di Credito Cooperativo Societa Cooperativa","PIAZZA GAVAZZI, 5","PERGINE VALSUGANA","CCRTIT2T47A","2009-11-02","",""
"ITALY","CASSA RURALE ALTO GARDA - ROVERETO","VIA DELLE MAGNOLIE 1","Arco","CCRTIT2T04A","2009-11-02","",""
"ITALY","CASSA RURALE ARTIGIANA DI BINASCO - CREDITO COOPERATIVO S.C.","VIA TURATI 2","BINASCO","ICRAITRRAQ0","2010-11-01","",""
"ITALY","CASSA RURALE DI LEDRO b.c.c.","Viale Chiassi, 17","Ledro (TN)","CCRTIT2T06A","2009-11-02","",""
"ITALY","Cassa Rurale ed Artigiana di Borgo San Giacomo (Brescia) Credito Cooperativo","Via Petrobelli, 11/13","BORGO SAN GIACOMO","CCRTIT2TBSG","2009-11-02","",""
"ITALY","CASSA RURALE ED ARTIGIANA DI BOVES BCC","PIAZZA ITALIA 44","BOVES","CCRTIT2TBOV","2009-11-02","",""
"ITALY","Cassa Rurale ed Artigiana di Cantù Banca di Credito Cooperativo Soc. Coop.","Corso Unità d'Italia 11","Cantù (Como)","ICRAITRRCNT","2009-11-02","",""
"ITALY","Cassa Rurale ed Artigiana di Castellana Grotte - Credito Cooperativo S.C.","VIA ROMA, 56","CASTELLANA GROTTE","ICRAITRRD10","2009-11-02","",""
"ITALY","CASSA RURALE ED ARTIGIANA DI RIVAROLO MANTOVANO (MANTOVA) CREDITO COOPERATIVO","Via Mazzini n.33","Rivarolo Mantovano","ICRAITRRLE0","2009-11-02","",""
"ITALY","Cassa Rurale Renon","Via del Paese, 7","Renon","CCRTIT2TRIT","2009-11-02","",""
"ITALY","Cassa Rurale Val di Fiemme","VIA GARIBALDI 10","PREDAZZO","CCRTIT2T50A","2009-11-02","",""
"ITALY","Cassa Rurale Val di Non - Rotaliana e Giovo – Banca di Credito Cooperativo","Piazza Liberazione, 20","Tuenno","CCRTIT2T73A","2009-11-02","",""
"ITALY","CASSA RURALE VAL DI SOLE","via 4 Novembre, 36","Male","CCRTIT2T43A","2009-11-02","",""
"ITALY","Cassa Rurale Vallagarina BCC Societa Cooperativa","VIA GIANFRANCESCO MALFATTI 2","ALA (TN)","CCRTIT2T01A","2009-11-02","",""
"ITALY","CASSA RURALE VALSUGANA E TESINO","VIA V. EMANUELE 144","GRIGNO","CCRTIT2T27A","2009-11-02","",""
