IID/QR-IID,Valid on,Concatenation,New IID/QR-IID,SIC IID,Headquarters,IID type,QR-IID allocation,Name of bank/institution,Street Name,Building Number,Post Code,Town Name,Country,BIC,SIC participation,"RTGS customer payments, CHF","IP customer payments, CHF",euroSIC participation,"LSV+/BDD, CHF","LSV+/BDD, EUR",202508101630325
8495,2025-08-11,N,,84958.0,8495.0,1.0,,Banca Credinvest SA,Via G. Cattori,14,6902,Lugano,CH,BCRECH22XXX,Y,Y,N,Y,Y,Y,
8496,2025-08-11,N,,84963.0,8496.0,1.0,,Banca Aletti & C. (Suisse) SA,Via Massimiliano Magatti,6,6900,Lugano,CH,VRBPCH22XXX,Y,Y,N,N,Y,N,
8497,2025-08-11,N,,84979.0,8497.0,1.0,,SAXO BANK (SCHWEIZ) AG,The Circle,38,8302,Kloten,CH,SAXOCHZHXXX,Y,Y,N,Y,N,N,
8498,2025-08-11,N,,84987.0,8498.0,1.0,,Axion SWISS Bank SA,Viale Stefano Franscini,22,6900,Lugano,CH,UNCECH22XXX,Y,Y,N,N,Y,N,
8499,2025-08-11,N,,84995.0,8499.0,1.0,,FAB Private Bank (Suisse) SA,Quai de l'Ile,5,1211,Genève 11,CH,NBPSCHGGXXX,Y,Y,N,N,Y,N,
8509,2025-08-11,N,,85098.0,8509.0,1.0,,Mercantil Bank (Schweiz) AG,Kasernenstrasse,1,8036,Zürich,CH,BAMRCHZZXXX,Y,Y,N,N,N,N,
8515,2025-08-11,N,,85154.0,8515.0,1.0,,Bank Julius Bär & Co AG,Bahnhofstrasse,36,8010,Zürich,CH,BAERCHZZXXX,Y,Y,N,Y,Y,N,
8518,2025-08-11,N,,85183.0,8518.0,1.0,,Bank Gantrisch Genossenschaft,Bahnhofstrasse,2,3150,Schwarzenburg,CH,BGAGCH22XXX,Y,Y,Y,Y,Y,Y,
8519,2025-08-11,N,,85199.0,8519.0,1.0,,Ersparniskasse Rüeggisberg Genossenschaft,Dorfstrasse,19,3088,Rüeggisberg,CH,EKRUCH21XXX,Y,Y,Y,Y,Y,Y,
8521,2025-08-11,N,,85214.0,8521.0,1.0,,BBO Bank Brienz Oberhasli AG,Hauptstrasse,115,3855,Brienz,CH,BBOBCH22XXX,Y,Y,Y,Y,Y,Y,
8522,2025-08-11,N,,85222.0,8522.0,1.0,,Società Bancaria Ticinese,,,6501,Bellinzona,CH,SBTICH22XXX,Y,Y,N,N,Y,N,
8525,2025-08-11,N,,85259.0,8525.0,1.0,,"Bank für Tirol und Vorarlberg Aktiengesellschaft, Innsbruck",Hauptstrasse,19,9422,Staad SG,CH,BTVACH22XXX,Y,Y,N,Y,Y,Y,
8528,2025-08-11,N,,85280.0,8528.0,1.0,,PB IHAG AG,,,8022,Zürich,CH,IHZUCHZZXXX,Y,Y,N,Y,Y,Y,
8533,2025-08-11,N,,85330.0,8533.0,1.0,,SELVI & Cie SA,Rue du Grütli,4,1211,Genève 11,CH,SELVCHGGXXX,Y,Y,N,Y,N,N,
8534,2025-08-11,N,,85341.0,8534.0,1.0,,VP Bank (Schweiz) AG,Talstrasse,59,8001,Zürich,CH,VPBVCHZHXXX,Y,Y,N,Y,Y,Y,
8537,2025-08-11,N,,85372.0,8537.0,1.0,,Banque Internationale de Commerce-BRED (Suisse) SA,Boulevard du Théatre,8,1204,Genève,CH,BICFCHGGXXX,Y,Y,N,N,N,N,
8539,2025-08-11,N,,85393.0,8539.0,1.0,,Bergos AG,,,8034,Zürich,CH,BEGOCHZZXXX,Y,Y,N,Y,Y,Y,
8540,2025-08-11,N,,85401.0,8540.0,1.0,,BANQUE BANORIENT (SUISSE) SA,Rue Rodolphe Toepffer,1,1206,Genève,CH,BLOMCHGGXXX,Y,Y,N,Y,N,N,
8543,2025-08-11,N,,85432.0,8543.0,1.0,,Scobag Privatbank AG,,,4010,Basel,CH,SCOPCHBBXXX,Y,Y,N,Y,Y,N,
8548,2025-08-11,N,,85485.0,8548.0,1.0,,Hyposwiss Private Bank Genève SA,Rue du Général-Dufour,3,1211,Genève 1,CH,CCIECHGGXXX,Y,Y,N,Y,Y,Y,
8553,2025-08-11,N,,85533.0,8553.0,1.0,,BZ Bank Aktiengesellschaft,Egglirain,15,8832,Wilen b. Wollerau,CH,BZBKCH2WXXX,Y,Y,N,N,Y,N,
8564,2025-08-11,N,,85645.0,8564.0,1.0,,Privatbank Von Graffenried AG,Spitalgasse,3,3011,Bern,CH,GRAFCH22XXX,Y,Y,N,N,N,N,
8565,2025-08-11,N,,85650.0,8565.0,1.0,,"Dreyfus Söhne & Cie AG, Banquiers",Aeschenvorstadt,16,4002,Basel,CH,DREYCHBBXXX,Y,Y,N,Y,Y,Y,
8570,2025-08-11,N,,85700.0,8570.0,1.0,,Banque Bonhôte & Cie SA,Quai Ostervald,2,2001,Neuchâtel,CH,BONHCH22XXX,Y,Y,N,Y,Y,Y,
8571,2025-08-11,N,,85711.0,8571.0,1.0,,Edmond de Rothschild (Suisse) S.A,,,1211,Genève 11,CH,PRIBCHGGXXX,Y,Y,N,Y,Y,Y,
8572,2025-08-11,N,,85726.0,8572.0,1.0,,Trafina Privatbank AG,Rennweg,50,4020,Basel,CH,TRAPCHBBXXX,Y,Y,N,Y,Y,N,
8573,2025-08-11,N,,85734.0,8573.0,1.0,,"Maerki, Baumann & Co. AG",Dreikönigstrasse,6,8022,Zürich,CH,MAEBCHZZXXX,Y,Y,N,Y,Y,Y,
8574,2025-08-11,N,,85742.0,8574.0,1.0,,Banque Des Monts Blancs SA,Rue du Mont Blanc,3,1211,Genève,CH,MEDSCHGGXXX,Y,Y,N,Y,N,N,
8582,2025-08-11,Y,8657.0,,,,,,,,,,,,,,,,,,
8584,2025-08-11,N,,85844.0,8584.0,1.0,,Banca del Ceresio SA,,,6901,Lugano,CH,BACECH22XXX,Y,Y,N,Y,Y,Y,
8609,2025-08-11,N,,86091.0,8609.0,1.0,,Banca Zarattini & Co. SA,Via Sarafino Balestra,17,6900,Lugano,CH,EUBACH22XXX,Y,Y,N,Y,N,N,
8615,2025-08-11,N,,86156.0,8615.0,1.0,,DZ PRIVATBANK (Schweiz) AG,Münsterhof,12,8022,Zürich,CH,GENOCHZZXXX,Y,Y,N,Y,Y,Y,
8616,2025-08-11,N,,86164.0,8616.0,1.0,,EFG Bank European Financial Group SA,Quai du Seujet,24,1211,Genève 2,CH,EFGBCHGGXXX,Y,Y,N,N,Y,N,
8619,2025-08-11,N,,86193.0,8619.0,1.0,,Nomura Bank (Switzerland) Ltd,,,8021,Zürich,CH,NBSZCHZZXXX,Y,Y,N,N,Y,N,
8624,2025-08-11,N,,86248.0,8624.0,1.0,,Banque Audi (Suisse) SA,,,1211,Genève 12,CH,AUDSCHGGXXX,Y,Y,N,N,Y,N,
8629,2025-08-11,N,,86290.0,8629.0,1.0,,Banque de Commerce et de Placements SA,Rue de la Fontaine,1,1211,Genève 3,CH,BPCPCHGGXXX,Y,Y,N,Y,Y,Y,
8634,2025-08-11,N,,86349.0,8634.0,1.0,,Schroder & Co Bank AG,Central,2,8021,Zürich,CH,BJHSCHZZXXX,Y,Y,N,Y,Y,N,
8635,2025-08-11,N,,86357.0,8635.0,1.0,,"JPMorgan Chase Bank, National Association, Columbus",Dreikönigstrasse,37,8027,Zürich,CH,CHASCHGXXXX,Y,Y,Y,N,Y,N,
8638,2025-08-11,N,,86381.0,8638.0,1.0,,Citibank (Switzerland) AG,Prime Tower / Hardstrasse,201,8010,Zürich,CH,CBSWCHZZXXX,Y,Y,N,N,Y,N,
8657,2025-08-11,N,,86579.0,8657.0,1.0,,"Union Bancaire Privée, UBP SA",,,1211,Genève 1,CH,UBPGCHGGXXX,Y,Y,N,Y,Y,Y,
8659,2025-08-11,N,,86595.0,8659.0,1.0,,Deutsche Bank (Suisse) S.A.,Place des Bergues,3,1211,Genève 1,CH,DEUTCHGGXXX,Y,Y,N,Y,Y,Y,
8660,2025-08-11,N,,86605.0,8660.0,1.0,,GPB (Schweiz) AG,Zollikerstrasse,183,8032,Zürich,CH,RKBZCHZZXXX,Y,Y,N,N,Y,N,
8661,2025-08-11,N,,86610.0,8661.0,1.0,,Rothschild & Co Bank AG,,,8034,Zürich,CH,ROTACHZZXXX,Y,Y,N,Y,Y,Y,
8663,2025-08-11,N,,86636.0,8663.0,1.0,,PKB PRIVATE BANK SA,Via Serafina Balestra,1,6900,Lugano,CH,PKBSCH22XXX,Y,Y,N,Y,Y,Y,
8664,2025-08-11,N,,86644.0,8663.0,2.0,,PKB PRIVATBANK AG,Tödistrasse,47,8022,Zürich,CH,PKBSCH2269A,Y,Y,N,Y,Y,Y,
8665,2025-08-11,N,,86652.0,8663.0,2.0,,PKB PRIVATBANK SA,Charles Galland,12,1206,Genève,CH,PKBSCH2212A,Y,Y,N,Y,Y,Y,
8666,2025-08-11,N,,86668.0,8666.0,1.0,,Banca del Sempione SA,Via Peri,5,6901,Lugano 1,CH,BASECH22XXX,Y,Y,N,Y,Y,N,
8667,2025-08-11,N,,86673.0,8667.0,1.0,,EFG Bank AG,Bleicherweg,8,8022,Zürich,CH,EFGBCHZZXXX,Y,Y,N,Y,Y,Y,
8686,2025-08-11,N,,86866.0,8686.0,1.0,,"BNP PARIBAS, Paris, succursale de Lancy/Genève",Esplanda de Pont-Rouge,9a,1212,Grand-Lancy,CH,BPPBCHGGXXX,Y,Y,Y,Y,Y,Y,
8689,2025-08-11,N,,86898.0,8689.0,1.0,,HSBC Private Bank (Suisse) SA,Quai Général-Guisan,2,1211,Genève 1,CH,BLICCHGGXXX,Y,Y,N,Y,Y,N,
8700,2025-08-11,N,,87000.0,8700.0,1.0,,"Citibank N.A., Sioux Falls",Bleicherweg,10,8010,Zürich,CH,CITICHZZXXX,Y,Y,N,N,Y,N,
8701,2025-08-11,N,,87011.0,8701.0,1.0,,"HSBC Bank plc, London, Zweigniederlassung Zürich",Bederstrasse,49,8002,Zürich,CH,HSBCCHZZXXX,Y,Y,N,Y,Y,Y,
8702,2025-08-11,N,,87026.0,8702.0,1.0,,Leonteq Securities AG,Europaallee,39,8004,Zürich,CH,EFGFCHZZXXX,Y,N,N,N,N,N,
8703,2025-08-11,N,,87034.0,8703.0,1.0,,bank zweiplus ag,Buckhauserstrasse,22,8048,Zürich,CH,BZPLCHZZXXX,Y,Y,N,Y,Y,Y,
8704,2025-08-11,N,,87042.0,8704.0,1.0,,AEK BANK 1826 Genossenschaft,Hofstettenstrasse,2,3601,Thun,CH,AEKTCH22XXX,Y,Y,Y,Y,Y,Y,
8705,2025-08-11,N,,87058.0,8705.0,1.0,,Société Générale,Talacker,50,8021,Zürich,CH,SGABCHZZXXX,Y,Y,N,Y,Y,Y,
8710,2025-08-11,N,,87105.0,8710.0,1.0,,Bank CIC (SCHWEIZ) AG,Marktplatz,13,4001,Basel,CH,CIALCHBBXXX,Y,Y,Y,Y,Y,Y,
87105,2025-08-11,N,,871050.0,8710.0,2.0,,Bank CIC (SCHWEIZ) AG,CIC-Group,,4001,Basel,CH,CIALCHBBXXX,Y,Y,Y,N,Y,N,
8719,2025-08-11,N,,87197.0,8719.0,1.0,,Arab Bank (Switzerland) Ltd.,Place de Longemalle,10-12,1204,Genève,CH,ARBSCHZZXXX,Y,Y,N,Y,Y,N,
8721,2025-08-11,N,,87218.0,8721.0,1.0,,Gonet & Cie SA,Boulevard du Théâtre,6,1211,Genève 11,CH,GONECHGGXXX,Y,Y,N,Y,Y,Y,
8726,2025-08-11,N,,87260.0,8726.0,1.0,,"Bank of America Europe DAC, Dublin, Zurich Branch","Stockerhof, Stockerstrasse",23,8002,Zürich,CH,BOFACH2XXXX,Y,Y,Y,N,Y,N,
8727,2025-08-11,N,,87271.0,8727.0,1.0,,Banque Cramer & Cie SA,Avenue de Miremont,22,1211,Genève 12,CH,CRAMCHGGXXX,Y,Y,N,Y,Y,Y,
8731,2025-08-11,N,,87319.0,8731.0,1.0,,LLB (Schweiz) AG,Zürcherstrasse,3,8730,Uznach,CH,LINSCH23XXX,Y,Y,Y,Y,Y,Y,
8733,2025-08-11,N,,87335.0,8733.0,1.0,,Bank Thalwil Genossenschaft,Gotthardstrasse,14,8800,Thalwil,CH,BKTHCH22XXX,Y,Y,Y,Y,Y,Y,
8735,2025-08-11,N,,87351.0,8735.0,1.0,,Barclays Bank (Suisse) SA,Chemin de Grange-Canal,18-20,1211,Genève 3,CH,BARCCHGGXXX,Y,Y,N,Y,Y,Y,
8737,2025-08-11,N,,87374.0,8737.0,1.0,,Banque Thaler SA,Rue Pierre-Fatio,3,1211,Genève 3,CH,THALCHGGXXX,Y,Y,N,Y,Y,Y,
8740,2025-08-11,N,,87407.0,8741.0,2.0,,CA Indosuez (Switzerland) SA,Chemin de Bérée,46-48,1010,Lausanne,CH,AGRICHGGXXX,Y,Y,N,Y,Y,Y,
8741,2025-08-11,N,,87415.0,8741.0,1.0,,CA Indosuez (Switzerland) SA,Quai Général Guisan,4,1211,Genève 11,CH,AGRICHGGXXX,Y,Y,N,Y,Y,Y,
8742,2025-08-11,N,,87420.0,8741.0,2.0,,CA Indosuez (Switzerland) SA,Via F. Pelli,3,6901,Lugano,CH,AGRICHGGXXX,Y,Y,N,Y,Y,Y,
8743,2025-08-11,N,,87431.0,8741.0,2.0,,CA Indosuez (Switzerland) SA,Lintheschergasse,15,8021,Zürich,CH,AGRICHGGXXX,Y,Y,N,Y,Y,Y,
8750,2025-08-11,N,,87506.0,8750.0,1.0,,Bank J. Safra Sarasin AG,Elisabethenstrasse,62,4002,Basel,CH,SARACHBBXXX,Y,Y,N,Y,Y,Y,
8751,2025-08-11,N,,87514.0,8750.0,2.0,,Bank J. Safra Sarasin AG,Bleicherweg 1 / Paradeplatz,,8022,Zürich,CH,SARACHBBXXX,Y,Y,N,Y,Y,Y,
8752,2025-08-11,N,,87522.0,8750.0,2.0,,Bank J. Safra Sarasin AG,(ex Direkt Anlage Bank),,4002,Basel,CH,SARACHBBXXX,Y,Y,N,N,Y,N,
8755,2025-08-11,N,,87559.0,8755.0,1.0,,Banque Pictet & Cie SA,Route des Acacias,60,1211,Genève 73,CH,PICTCHGGXXX,Y,Y,N,Y,Y,Y,
8756,2025-08-11,N,,87567.0,8756.0,1.0,,Baumann & Cie KmG,St. Jakobs-Strasse,46,4002,Basel,CH,BAUMCHBBXXX,Y,Y,N,Y,Y,N,
8757,2025-08-11,N,,87575.0,8757.0,1.0,,Bank Vontobel AG,Gotthardstrasse,43,8022,Zürich,CH,VONTCHZZXXX,Y,Y,N,Y,Y,Y,
8760,2025-08-11,N,,87609.0,8760.0,1.0,,Banque Lombard Odier & Cie SA,Rue de la Corraterie,11,1211,Genève 11,CH,LOCYCHGGXXX,Y,Y,N,Y,Y,Y,
8761,2025-08-11,N,,87617.0,8761.0,1.0,,Reichmuth & Co.,Rütligasse,1,6000,Luzern 7,CH,REICCH22XXX,Y,Y,N,Y,N,N,
8762,2025-08-11,N,,87625.0,8762.0,1.0,,CBH - Compagnie Bancaire Helvétique SA,Boulevard Emile-Jaques-Dalcroze,7,1211,Genève 3,CH,BSSACHGGXXX,Y,Y,N,Y,Y,N,
8767,2025-08-11,N,,87672.0,8767.0,1.0,,Bordier & Cie SCmA,,,1211,Genève 11,CH,BORDCHGGXXX,Y,Y,N,Y,Y,Y,
8770,2025-08-11,N,,87701.0,8770.0,1.0,,Mirabaud & Cie SA,Boulevard Georges-Favon,29,1211,Genève 11,CH,MIRACHGGXXX,Y,Y,N,Y,Y,Y,
8775,2025-08-11,N,,87753.0,8775.0,1.0,,E. Gutzwiller & Cie Banquiers,,,4001,Basel,CH,GUTZCHBBXXX,Y,Y,N,Y,Y,Y,
8777,2025-08-11,N,,87777.0,8777.0,1.0,,Piguet Galland & Cie SA,Rue de la Plaine,14,1401,Yverdon-les-Bains,CH,PIGUCH22XXX,Y,Y,N,Y,Y,Y,
8779,2025-08-11,N,,87790.0,8779.0,1.0,,Rahn+Bodmer Co.,Münstergasse,2,8001,Zürich,CH,RAHNCHZZXXX,Y,Y,N,Y,Y,N,
8780,2025-08-11,N,,87804.0,8780.0,1.0,,Deutsche Bank AG Zürich Branch,Postfach 3604 / Uraniastrasse,9,8021,Zürich,CH,DEUTCHZZXXX,Y,Y,Y,N,Y,N,
87801,2025-08-11,N,,878019.0,8780.0,2.0,,Deutsche Bank AG Zürich Branch,Postfach 3604 / Uraniastrasse,9,8021,Zürich,CH,DEUTCHZZXXX,Y,Y,Y,N,Y,N,
87802,2025-08-11,N,,878027.0,8780.0,2.0,,Deutsche Bank AG Zürich Branch,Postfach 3604 / Uraniastrasse,9,8021,Zürich,CH,DEUTCHZZXXX,Y,Y,Y,N,Y,N,
8781,2025-08-11,N,,87812.0,8781.0,1.0,,Swissquote Bank SA,Chemin de la Crétaux,33,1196,Gland,CH,SWQBCHZZXXX,Y,Y,Y,Y,Y,Y,
8784,2025-08-11,N,,87849.0,8784.0,1.0,,Spar- und Leihkasse Frutigen AG,Dorfstrasse,15,3714,Frutigen,CH,SLFFCH22XXX,Y,Y,Y,Y,Y,Y,
8785,2025-08-11,N,,87857.0,8785.0,1.0,,Regiobank Solothurn AG,Westbahnhofstrasse,11,4502,Solothurn,CH,RSOSCH22XXX,Y,Y,Y,Y,Y,Y,
8787,2025-08-11,N,,87870.0,8787.0,1.0,,Pfandbriefbank schweizerischer Hypothekarinstitute AG,Nansenstrasse,16,8050,Zürich,CH,,Y,Y,N,N,Y,N,
8788,2025-08-11,N,,87881.0,8788.0,1.0,,BANQUE HERITAGE SA,Route de Chêne,61,1211,Genève 6,CH,HFTCCHGGXXX,Y,Y,N,Y,Y,Y,
8789,2025-08-11,N,,87896.0,8789.0,1.0,,Habib Bank AG Zürich,Weinbergstrasse,59,8042,Zürich,CH,HBZUCHZZXXX,Y,Y,N,Y,N,N,
8792,2025-08-11,N,,87929.0,8792.0,1.0,,"BNP PARIBAS, Paris, succursale de Zurich",,,8034,Zürich,CH,PARBCHZZXXX,Y,Y,N,N,N,N,
8797,2025-08-11,N,,87976.0,8797.0,1.0,,IBKR Financial Services AG,Gubelstrasse,28,6300,Zug,CH,TMBECH22XXX,Y,Y,N,Y,N,N,
8799,2025-08-11,N,,87992.0,8799.0,1.0,,InCore Bank AG,Wiesenstrasse,17,8952,Schlieren,CH,INCOCHZZXXX,Y,Y,N,Y,Y,Y,
8800,2025-08-11,N,,88008.0,8800.0,1.0,,Liechtensteinische Landesbank Aktiengesellschaft,Städtle,44,9490,Vaduz,LI,LILALI2XXXX,Y,Y,Y,Y,Y,Y,
8802,2025-08-11,N,,88029.0,8802.0,1.0,,Neue Bank AG,Marktgass,20,9490,Vaduz,LI,NBANLI22XXX,Y,Y,N,Y,Y,Y,
8803,2025-08-11,N,,88037.0,8803.0,1.0,,BENDURA BANK AG,Schaaner Strasse,27,9487,Gamprin-Bendern,LI,HYIBLI22XXX,Y,Y,N,Y,Y,Y,
8805,2025-08-11,N,,88050.0,8805.0,1.0,,VP Bank AG,Aeulestrasse,6,9490,Vaduz,LI,VPBVLI2XXXX,Y,Y,Y,Y,Y,Y,
8806,2025-08-11,N,,88061.0,8806.0,1.0,,Kaiser Partner Privatbank AG,Herrengasse,23,9490,Vaduz,LI,SERBLI22XXX,Y,Y,N,Y,Y,N,
8810,2025-08-11,N,,88100.0,8810.0,1.0,,LGT Bank AG,,,9490,Vaduz,LI,BLFLLI2XXXX,Y,Y,N,Y,Y,Y,
8811,2025-08-11,N,,88111.0,8811.0,1.0,,Bank Frick AG,Landstrasse,14,9496,Balzers,LI,BFRILI22XXX,Y,Y,N,Y,Y,Y,
8812,2025-08-11,N,,88126.0,8812.0,1.0,,SIGMA Bank AG,Feldkircher Strasse,2,9494,Schaan,LI,VOAGLI22XXX,Y,Y,N,Y,Y,Y,
8820,2025-08-11,N,,88205.0,8820.0,1.0,,Tellco Bank AG,Bahnhofstrasse,4,6430,Schwyz,CH,DOMICHZZXXX,Y,Y,N,N,Y,N,
8821,2025-08-11,N,,88210.0,8821.0,1.0,,"Hypo Vorarlberg Bank AG, Bregenz, Zweigniederl., St. Gallen",Bankgasse,1,9004,St. Gallen,CH,RBABCH22VLH,Y,Y,Y,Y,Y,Y,
8822,2025-08-11,N,,88221.0,8822.0,1.0,,CIM Banque SA,Rue Merle d'Aubigné,16,1211,Genève 6,CH,CIMMCHGGXXX,Y,Y,N,Y,N,N,
8825,2025-08-11,N,,88252.0,8825.0,1.0,,TradeXBank AG,Gartenstrasse,24,8002,Zürich,CH,TXBZCHZZXXX,Y,Y,N,N,Y,N,
8827,2025-08-11,N,,88273.0,8827.0,1.0,,S.P. Hinduja Banque Privée SA,Place de la Fusterie 3 bis,,1211,Genève 1,CH,ABSGCHGGXXX,Y,Y,N,Y,Y,N,
8830,2025-08-11,Y,8384.0,,,,,,,,,,,,,,,,,,
8831,2025-08-11,N,,88318.0,8831.0,1.0,,"ABANCA CORPORACION BANCARIA S.A., BETANZOS",Quai des Bergues,27,1211,Genève 1,CH,CAGLCHGGXXX,Y,Y,N,N,N,N,
8836,2025-08-11,N,,88360.0,8836.0,1.0,,"COMMERZBANK AG FF, Zweigniederlassung Zürich",Pelikanplatz,15,8001,Zürich,CH,COBACHZHXXX,Y,Y,Y,Y,Y,Y,
8838,2025-08-11,N,,88386.0,8838.0,1.0,,Banque du Léman SA,Rue François-Bonivard,12,1201,Genève,CH,BLEMCHGGXXX,Y,Y,N,Y,Y,Y,
8839,2025-08-11,N,,88394.0,8839.0,1.0,,Quilvest (Switzerland) Ltd.,Füsslistrasse,6,8001,Zürich,CH,QVCHCHZHXXX,Y,Y,N,N,N,N,
8841,2025-08-11,N,,88419.0,8841.0,1.0,,Banco Itaú (Suisse) SA,Bleicherweg,30,8002,Zürich,CH,ITAUCHZZXXX,Y,N,N,N,N,N,
8842,2025-08-11,N,,88427.0,8842.0,1.0,,Globalance Bank AG,Gartenstrasse,16,8002,Zürich,CH,GLBNCHZZXXX,Y,Y,N,N,Y,N,
8843,2025-08-11,N,,88435.0,8843.0,1.0,,Dukascopy Bank SA,Route de Pré-Bois,20,1215,Genève 15,CH,DUBACHGGXXX,Y,Y,N,Y,N,N,
8845,2025-08-11,N,,88451.0,8845.0,1.0,,Helvetische Bank AG,Seefeldstrasse,215,8008,Zürich,CH,SFBFCH22XXX,Y,Y,N,Y,Y,N,
8846,2025-08-11,N,,88466.0,8846.0,1.0,,Aquila AG,Bahnhofstrasse,43,8001,Zürich,CH,AQULCHZZXXX,Y,Y,N,N,Y,N,
8848,2025-08-11,N,,88482.0,8848.0,1.0,,IG Bank S.A.,Rue du Rhône,42,1204,Genève,CH,IGBKCHGGXXX,Y,Y,N,Y,N,N,
8850,2025-08-11,N,,88507.0,8850.0,1.0,,compenswiss (Fonds de compensation AVS/AI/APG),Bd. Georges Favon,6,1204,Genève,CH,FAVSCHGGXXX,Y,Y,N,N,N,N,
8851,2025-08-11,N,,88515.0,8851.0,1.0,,SUVA,Fluhmattstrasse,1,6002,Luzern,CH,SUAACH22XXX,Y,Y,N,N,N,N,
8852,2025-08-11,N,,88520.0,8852.0,1.0,,"Swiss Life AG (KV, geb. Vermögen)",General-Guisan-Quai,40,8022,Zürich,CH,SLAMCHZZKV0,Y,Y,N,N,N,N,
8853,2025-08-11,N,,88531.0,8853.0,1.0,,Schweizerische Rückversicherungs-Gesellschaft AG,Mythenquai,50/60,8022,Zürich,CH,SWRECHZHXXX,Y,Y,N,N,N,N,
8854,2025-08-11,N,,88546.0,8854.0,1.0,,AXA Leben AG,General Guisan-Strasse,40,8401,Winterthur,CH,AXIPCHZZXXX,Y,Y,N,N,N,N,
8855,2025-08-11,N,,88554.0,8855.0,1.0,,Zurich Insurance Company Ltd,Mythenquai,2,8002,Zurich,CH,ZURICHZFXXX,Y,Y,N,N,N,N,
8856,2025-08-11,N,,88562.0,8856.0,1.0,,Baloise Leben AG,Aeschengraben,21,4051,Basel,CH,BAAMCHBBXXX,Y,Y,N,N,N,N,
8858,2025-08-11,N,,88583.0,8858.0,1.0,,Baloise Versicherung AG,Aeschengraben,21,4051,Basel,CH,BAAMCHBBBVG,Y,Y,N,N,N,N,
8859,2025-08-11,N,,88599.0,8859.0,1.0,,Schweizerische Mobiliar Versicherungsgesellschaft AG,Bundesgasse,35,3001,Bern,CH,,Y,Y,N,N,N,N,
8865,2025-08-11,N,,88659.0,8865.0,1.0,,Remaco Asset Management AG,,,4020,Basel,CH,RMCOCHBBXXX,Y,Y,N,N,N,N,
8866,2025-08-11,N,,88667.0,8866.0,1.0,,LF Finance (Suisse) SA,,,1211,Genève 3,CH,LFFSCHGGXXX,Y,Y,N,N,N,N,
8867,2025-08-11,N,,88675.0,8867.0,1.0,,"State Street Bank International GmbH, München, ZN Zürich",Kalanderplatz,5,8045,Zürich,CH,SSBECHZZXXX,Y,Y,N,N,N,N,
8868,2025-08-11,N,,88680.0,8868.0,1.0,,Delen (Suisse) SA,Boulevard Helvétique,31,1207,Genève,CH,DELECHG2XXX,Y,Y,N,N,N,N,
8871,2025-08-11,N,,88717.0,8871.0,1.0,,Zähringer Privatbank AG,Schmiedenplatz,3,3011,Bern,CH,ZAPRCH22XXX,Y,Y,N,Y,Y,Y,
8880,2025-08-11,N,,88801.0,8880.0,1.0,,SIX SIS AG,Pfingstweidstrasse,110,8005,Zürich,CH,INSECHZZXXX,Y,Y,N,Y,Y,N,
8881,2025-08-11,N,,88816.0,8880.0,2.0,,SIX SIS AG,Pfingstweidstrasse,110,8005,Zürich,CH,INSECHZZXXX,Y,Y,N,Y,Y,N,
8883,2025-08-11,N,,88832.0,8883.0,1.0,,EUREX Clearing AG,Mergenthalerallee,61,65760,Eschborn,DE,EUXCDEFZXXX,Y,N,N,Y,N,N,
8887,2025-08-11,N,,88877.0,8880.0,2.0,,SIX SIS AG,Pfingstweidstrasse,110,8005,Zürich,CH,INSECHZZXXX,Y,Y,N,Y,Y,N,
8890,2025-08-11,N,,88904.0,8890.0,1.0,,Sparkasse Bundespersonal,Monbijoustrasse,118,3003,Bern,CH,SKBPCH22XXX,Y,Y,N,N,Y,N,
8899,2025-08-11,N,,88996.0,8899.0,1.0,,BIZ Bank für Internationalen Zahlungsausgleich,,,4002,Basel,CH,BISBCHBBXXX,Y,Y,N,N,N,N,
89002,2025-08-11,N,,890028.0,89002.0,1.0,,B. Metzler seel. Sohn & Co. AG,Untermainanlage,1,60329,Frankfurt am Main,DE,METZDEFFXXX,Y,Y,N,N,N,N,
89018,2025-08-11,N,,890184.0,89018.0,1.0,,COMMERZBANK AG,Kaiserstrasse,16,60261,Frankfurt am Main,DE,COBADEFFXXX,Y,N,N,N,N,N,
89022,2025-08-11,N,,890226.0,89022.0,1.0,,Deutsche Bank AG,Börsenstrasse,7-11,60272,Frankfurt am Main,DE,DEUTDEFFXXX,Y,Y,N,N,N,N,
89025,2025-08-11,N,,890258.0,89025.0,1.0,,DZ Bank AG,Platz der Republik,,60265,Frankfurt am Main,DE,GENODEFFXXX,Y,N,N,N,N,N,
89034,2025-08-11,N,,890344.0,89034.0,1.0,,Landesbank Hessen-Thüringen,Neue Mainzer Strasse,52-58,60311,Frankfurt am Main,DE,HELADEFFXXX,Y,N,N,N,N,N,
89042,2025-08-11,N,,890423.0,89042.0,1.0,,"Merck Finck, a Quintet Private Bank (Europe) S.A. branch",Pacellistrasse,16,80333,München,DE,MEFIDEMM501,Y,N,N,N,N,N,
89045,2025-08-11,N,,890455.0,89045.0,1.0,,Morgan Stanley Bank AG,Junghofstrasse,13-15,60016,Frankfurt am Main,DE,MSFFDEFXXXX,Y,N,N,N,N,N,
89058,2025-08-11,N,,890582.0,89058.0,1.0,,Landesbank Baden-Württemberg,Am Hauptbahnhof,2,70049,Stuttgart,DE,SOLADESTXXX,Y,N,N,N,N,N,
